$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,$x51,$x52,$x53,$x54,$x55,$x56,$x57,$x58,$x59,$x60,$x61,$x62,$x63,$x64,$x65,$x66,$x67,$x68,$x69,$x70,$x71,$x72,$x73,$x74,$x75,$x76,$x77,$x78,$x79,$x80,$x81,$x82,$x83,$x84,$x85,$x86,$x87,$x88,$x89,$x90,>>f1,>>f2,>>f3
-1, 5, 0, 2, 5, 1, 3, 4, 4, 2, 1, 0, -1, -1, 2, 5, 2, 0, 4, 3, 1, 5, -1, 2, -1, -1, 2, 0, 4, 5, 2, -1, 2, -1, 1, 3, 0, 5, 3, 4, 4, 0, -1, 5, 0, 4, 3, 2, 1, 5, 4, 4, 1, -1, 5, 3, 3, -1, 4, 1, 1, 0, 3, -1, 2, 5, 3, 3, 1, 0, 2, -1, 2, 3, 0, 4, -1, 1, 4, 2, 4, 1, 5, 0, 0, 4, -1, 0, 3, 1, 8932, 1330, 888
2, 5, 2, 4, 2, 1, 0, -1, 0, 0, 0, -1, 2, 2, 2, 3, 2, 4, 0, 3, 3, -1, 2, 4, 4, 5, -1, 5, 1, -1, 4, 4, -1, 3, -1, -1, 5, 3, 4, 5, 1, 1, 0, -1, 2, 1, 1, 3, 4, -1, 1, 1, 3, 0, 5, 4, 0, -1, 5, 4, -1, 2, 1, -1, 5, -1, 3, 2, 1, -1, 3, 3, 5, 0, 3, 0, 0, 4, -1, 4, 0, 1, 5, -1, 2, 2, 0, 2, 5, 4, 8889, 1330, 888
3, 3, -1, 3, 2, 1, 2, 0, 2, 3, 1, 0, 0, 5, 3, 2, 0, 0, 0, 1, 0, 1, 4, 5, 0, 4, -1, -1, 4, 4, 5, 2, 2, 1, 5, 4, 0, -1, 5, -1, 2, 1, 2, 5, -1, 2, 3, 2, 5, 0, -1, 5, 0, 4, -1, 3, 3, -1, 1, 1, 0, -1, 4, -1, 4, 5, 2, 2, 5, 1, 4, 3, 4, 0, 1, 1, -1, 3, -1, 4, -1, 1, 3, 1, -1, 0, 2, -1, 5, 4, 8993, 1330, 888
2, 3, 0, 4, 1, 3, 1, 5, 2, -1, 1, 4, 0, 4, 2, -1, 4, 3, 2, 5, 1, 3, 0, -1, 2, -1, -1, 3, -1, 4, 4, 5, 0, 3, 3, 1, -1, 4, 0, 1, -1, 1, 0, 5, 1, -1, 5, -1, 5, 3, 3, 5, 2, 5, 2, 1, 4, 4, 2, 5, 5, 0, -1, 1, -1, 4, 0, 5, 0, 3, 1, 2, 1, 5, 0, 0, 4, -1, 2, 3, 2, 2, 4, 3, 5, 0, -1, -1, 0, 1, 9214, 1330, 888
3, 3, -1, 2, 4, 0, 0, 3, 1, 3, 5, 5, 5, 3, 5, -1, 5, 1, 1, 2, 3, 5, 2, -1, 0, 5, 5, 1, 0, 5, 0, 4, 2, -1, 3, 4, -1, 5, 4, 3, 2, 4, 2, -1, 5, 2, 1, 2, 0, 0, 1, 5, 5, 2, 4, 4, 1, -1, -1, -1, 0, 1, 0, 4, 2, 4, 0, 3, 2, -1, -1, -1, 1, -1, 4, 2, 0, 1, -1, 4, 4, 3, 0, 0, 3, 4, 2, 1, 0, 3, 9052, 1330, 888
4, 3, 2, 1, 4, 2, 4, -1, 1, 3, 3, 3, 2, -1, 2, 5, 0, 2, 0, 5, 0, 0, 1, -1, -1, 5, -1, 1, 3, -1, 4, 3, -1, 2, 4, 5, 4, 0, 2, 2, 1, 5, 5, 1, 4, 5, 1, 0, 1, -1, 0, 0, 4, 0, 2, 4, -1, 1, 3, 5, 0, 3, -1, 5, 5, 0, 4, -1, 5, 1, 1, -1, 0, 0, 3, 4, 2, 3, 2, 4, 4, 1, 3, -1, 3, 2, 4, 3, -1, -1, 9264, 1330, 888
4, 3, 4, 4, 3, 4, 2, 4, 1, 5, 2, 5, 0, -1, 0, 1, 5, 3, -1, 1, 0, 2, 0, 2, 1, 0, 5, 3, 0, 3, 2, 4, 2, 3, 2, -1, -1, 5, 5, -1, 3, -1, 5, 0, 4, 3, 3, -1, 2, 5, 0, 4, 3, -1, 0, -1, 3, 4, 1, 2, 3, -1, 5, 5, 2, 5, 1, 4, 2, 1, 4, -1, 2, 0, 5, 0, -1, 4, 3, 1, 4, 1, 5, -1, -1, 1, 3, 1, 1, 0, 8954, 1330, 888
5, 4, 1, 1, 0, 2, 2, 3, 5, -1, 3, 5, -1, 2, 2, -1, 5, 0, 2, -1, 4, 5, 1, 0, -1, -1, -1, 1, 5, 3, 3, 1, 2, 4, 3, -1, 1, -1, 4, 1, 4, 1, 0, 5, 0, 4, 0, 4, -1, 2, 0, 1, 2, -1, 2, 5, -1, 4, 4, 5, 5, 0, 5, 1, 5, -1, 3, 2, 2, -1, 4, 3, -1, 0, -1, 2, 3, 3, 2, 3, 5, 4, 0, 3, 4, 5, 2, 1, 1, 3, 8455, 1330, 888
2, 3, 0, -1, 1, -1, 5, -1, 5, 0, 2, 5, 3, 0, 1, 5, 2, 5, 2, 1, 2, 1, 3, -1, -1, 3, 4, 0, 3, -1, 0, 4, 0, 4, -1, -1, 1, 3, -1, 2, -1, 1, 5, 3, 0, -1, 4, 0, 3, 3, 3, 2, 1, 2, 2, -1, 3, 1, 3, 1, -1, -1, 1, 4, 4, 0, 5, 4, 1, -1, -1, 2, 2, -1, -1, 1, 2, 5, 3, 4, 4, -1, 4, 1, 2, 4, 5, 3, 0, 0, 8029, 1330, 888
-1, 5, 2, -1, -1, 4, 2, 3, 1, -1, 2, 0, 3, 3, 1, 0, 4, 0, -1, 4, -1, 1, 0, 5, 2, 1, 3, 4, 0, 1, 3, 4, 1, 1, -1, 3, -1, 5, -1, 5, 1, 2, 3, 4, 5, 5, 4, 0, 0, 1, 5, 1, 2, 0, 2, 1, 2, 5, 5, 4, 5, -1, 3, 5, 3, 2, 0, 0, 5, 0, 0, 4, 2, -1, -1, 4, -1, 1, 2, 2, 2, -1, 1, 4, 5, 1, 4, 3, 2, 0, 8684, 1330, 888
-1, 0, 4, 2, 5, -1, -1, 4, 1, 3, -1, 5, 5, -1, 2, 2, 3, 5, -1, -1, -1, 2, 3, -1, 2, 4, -1, 0, 1, -1, 4, 4, 3, 1, 5, 4, 5, 1, -1, 1, -1, 5, -1, 3, 4, 4, 3, 2, 1, 5, 0, -1, 4, 4, 0, -1, 1, 2, 2, 1, 0, 2, 1, 1, 1, 1, 0, 5, 3, 4, 1, 5, 0, 3, 0, 0, 4, 3, 5, 4, -1, 2, 3, 2, 4, -1, 0, 3, 0, -1, 8413, 1330, 888
2, 4, 0, 4, 1, -1, 4, 1, 5, 0, -1, 1, -1, 5, 3, 5, -1, -1, 1, 3, -1, 5, 5, 2, 4, 0, 2, -1, -1, 5, 3, 5, 5, 0, 3, 2, 2, 4, 1, 0, -1, 2, 0, 0, 5, -1, 2, 3, 2, 3, 2, 0, 4, 4, 5, 3, 3, 1, -1, 3, 1, 4, 1, 1, 1, 2, -1, 3, 2, -1, 4, 5, 0, 2, 4, 3, 0, 0, 1, 0, -1, 1, 3, -1, 1, 2, -1, 2, 5, 3, 8881, 1330, 888
4, 2, 3, 4, -1, 1, 2, 0, 4, 3, 1, 1, 2, 5, 2, 2, 4, 4, 1, 4, 0, 1, -1, 3, 2, 1, 3, 5, -1, 5, 4, 0, 0, 5, 5, 2, 4, 0, 4, 2, 1, 3, -1, 4, -1, 1, -1, -1, -1, 0, 2, -1, 3, 0, 3, 0, 3, 1, 3, 2, 1, 4, -1, -1, 3, -1, 2, 5, 4, -1, 3, 0, 4, 0, 4, 5, -1, 0, 2, -1, 2, 5, 0, 1, 0, 3, 5, -1, -1, 2, 8798, 1330, 888
2, 3, -1, 5, 3, -1, -1, 0, -1, 5, 3, -1, -1, 0, 4, 4, 1, 1, -1, 2, 2, -1, 0, 0, 2, 4, 1, 1, 0, 1, 1, 2, 4, 3, 3, 5, 0, 4, -1, 5, -1, 0, -1, 0, 5, -1, 4, 2, 4, 5, 3, -1, 0, 5, 1, 2, 1, 3, 0, 2, 5, 3, 3, 3, 1, -1, 5, 2, 5, 4, 1, 5, 0, 0, 3, 0, 4, 2, 4, -1, 2, 3, 5, 4, 5, 1, 1, -1, -1, 1, 8567, 1330, 888
0, 4, 2, 2, -1, -1, -1, -1, 0, 3, -1, -1, 2, 5, 1, -1, -1, 2, 4, 0, 4, 0, 3, 3, 5, 4, 0, 3, 4, 2, 1, 3, 0, 4, 3, 1, 5, 1, 2, 5, 5, 1, 1, 0, 2, 3, 3, 5, 1, 4, 0, -1, 4, 0, 5, 5, 5, 2, 0, 2, -1, 5, 2, -1, 4, 1, -1, 3, 1, 2, -1, 4, -1, 3, 2, 0, 2, 1, 0, 4, 4, 1, 1, -1, 4, 4, -1, 3, 5, 5, 9006, 1330, 888
4, 1, 3, 5, 5, 2, 4, 1, 3, 3, 0, 3, -1, 4, 3, 5, 2, 1, -1, -1, 4, 0, 4, 3, 1, 0, 5, -1, 1, -1, 3, 2, 2, 4, 3, 1, 1, 1, 0, 0, 5, -1, -1, 4, 0, 5, -1, 0, 2, 2, 4, 5, 1, 3, 3, 4, 2, 0, 3, -1, 3, -1, 5, 2, 2, 4, 0, 2, 0, 5, 5, 1, 2, 5, -1, 5, 2, -1, 2, 4, 0, 5, 1, 5, -1, 4, 1, 1, 3, -1, 8833, 1330, 888
5, 3, 4, -1, 3, 2, 4, 5, 2, 4, 4, -1, 3, 4, 2, -1, 4, 3, 5, -1, 4, 5, 3, 1, 4, -1, 3, 2, 1, 2, 0, 3, -1, 3, 1, -1, -1, 5, 0, 0, 5, 2, 2, 5, 1, -1, 5, 1, -1, 1, 1, -1, -1, 1, 5, 0, 3, -1, 4, -1, 1, 0, 1, 0, 0, 5, 1, 1, -1, 5, 2, 0, -1, 2, 2, -1, 1, 3, 2, 4, 5, 0, 3, 2, 3, 0, 4, 2, 4, 1, 8661, 1330, 888
1, -1, -1, 3, 3, 3, -1, 2, 4, 0, 0, -1, 2, 3, -1, 2, -1, 2, 0, -1, 4, 2, 2, 0, 0, 1, 2, 4, 5, 1, 5, 1, 4, -1, 4, -1, 4, -1, 5, 5, 3, 0, 1, 0, 1, -1, 2, -1, 0, 2, 5, 2, 3, 0, 1, -1, 1, -1, 2, -1, 1, 3, 0, 4, -1, 1, 3, 5, -1, 0, 1, 3, 3, 4, 2, 5, 3, 1, 5, 3, 0, 4, 4, 4, 3, 5, 2, 1, -1, 3, 8165, 1330, 888
2, 0, 2, 5, 2, 1, 5, 5, 3, 0, -1, 2, -1, 5, 5, -1, 1, -1, 1, 2, 0, 4, 2, -1, -1, -1, -1, 1, 3, 5, -1, 0, 5, 0, 2, 3, 1, 0, 1, -1, 3, 1, 5, 0, 0, -1, 4, 1, 5, 2, -1, 0, 4, 5, 3, 1, 4, -1, 2, -1, 3, 3, 3, 0, 4, 5, 0, 3, 2, 1, 3, 1, 4, 5, -1, 3, 2, 2, 1, -1, 0, -1, 4, 0, 3, 4, 1, 4, 3, 4, 8761, 1330, 888
3, 3, 0, -1, 2, 1, -1, 2, 5, 1, -1, 4, 4, 0, 0, 3, 0, 4, 1, 4, -1, -1, 5, -1, 2, 3, 0, 5, -1, 1, 3, 3, 4, 2, 4, 0, 0, 5, 2, -1, 3, -1, 1, -1, 1, 2, -1, -1, 0, 4, 2, -1, 4, 2, -1, 2, 5, 1, 3, 5, 4, 5, 1, 2, 0, 1, 4, 5, 5, -1, 3, 5, 4, 2, 0, 0, 5, 0, 4, -1, 2, 4, 3, 2, 0, 4, 1, 1, 5, 2, 8755, 1330, 888
4, 3, 3, -1, -1, 1, 1, 2, -1, 0, -1, 4, 2, 5, 0, 4, 0, 1, -1, 1, 2, -1, -1, 2, 3, 4, 4, -1, 2, -1, -1, -1, 1, 5, 2, 5, 4, -1, 3, 0, 0, 1, 0, -1, 1, 2, 0, 3, 4, 1, 4, 3, -1, 0, 5, 5, 2, 1, 0, 4, 2, 3, 1, 4, -1, 5, 1, 5, 2, 3, -1, 4, 3, 2, 4, -1, 2, -1, 5, 3, 1, 0, 0, 2, 3, 1, 5, 0, 4, 3, 8811, 1330, 888
4, 2, 3, 2, -1, 0, 3, -1, 4, 3, 3, 5, -1, 5, 0, 1, 1, 1, -1, 4, 0, -1, 1, 1, 4, 2, 4, -1, 4, 1, 2, 5, -1, 0, 0, 5, 1, 2, 2, 1, 2, 4, 0, 5, 2, 3, 4, 1, 4, -1, 0, 3, 0, -1, -1, 4, 2, 0, -1, 0, -1, 5, 3, -1, 3, -1, -1, 0, 1, 2, 2, 3, 2, 5, 3, 4, 5, 4, 5, 5, 2, 0, -1, 3, 3, 1, 0, 5, 4, 1, 8940, 1330, 888
5, 5, 5, 0, 5, 4, 2, 2, 1, -1, 5, 5, 0, 3, 2, 2, 0, -1, 2, 4, -1, -1, 1, 1, 0, 2, 5, 3, 2, -1, 3, 4, 1, 0, -1, 3, 4, 0, 4, 1, 5, 0, -1, -1, 1, -1, -1, 3, 3, -1, 4, -1, 5, 0, 5, 1, 3, 5, 3, 0, 4, 2, 0, 1, 4, 0, 5, 3, 3, 0, 3, -1, 5, 1, 1, 2, 4, 2, 4, 1, -1, 0, 2, 4, 3, 2, 0, 4, 5, -1, 8825, 1330, 888
3, 1, 3, 1, 0, 1, 4, 5, -1, 4, 1, 0, 1, -1, 4, 3, 1, 0, -1, -1, 0, 5, 1, 2, -1, 5, 1, 0, 0, 4, 1, 5, -1, 0, 3, 0, 2, -1, 4, 2, 4, 0, 3, -1, 3, 0, 4, 3, 2, 0, 5, -1, -1, 0, 1, 3, 4, 2, -1, 0, 5, 2, 4, -1, 2, -1, 4, 5, 3, -1, 2, 3, 4, 5, 3, -1, 1, 5, 2, 2, 1, 0, 2, 3, -1, 1, 1, 5, 2, 4, 9607, 1330, 888
1, 5, -1, 3, 3, 1, -1, 4, -1, 4, 1, 1, 0, 0, 4, 4, 2, 5, 1, 3, -1, 5, 5, 5, 4, 0, 5, 2, 1, 0, 0, 2, 3, 2, 1, 1, 1, -1, 4, 3, 0, -1, -1, 2, 5, 1, 2, -1, -1, 3, 2, -1, 1, -1, 3, -1, 2, 3, 4, 0, 1, 5, 2, 2, 5, 2, 5, 4, 1, 5, 0, 0, 4, 4, 4, 0, 5, 0, 3, 2, 3, 2, -1, 4, 3, 3, 5, -1, 0, 3, 8668, 1330, 888
4, 4, 5, 4, 4, 1, -1, 2, 0, 4, 0, 0, 3, -1, -1, 3, 2, -1, -1, 0, 4, 1, -1, 4, 0, -1, 1, 5, 5, 2, 5, -1, 0, 5, 1, 0, 2, 0, 2, 5, 1, 0, 3, -1, -1, 5, 4, 3, -1, -1, 3, 0, 4, 1, 1, 3, 0, 2, 2, 4, -1, 2, 1, 1, -1, 3, 2, 0, 3, 2, 1, -1, 5, 3, 3, 1, 0, 4, 2, -1, -1, 2, 2, 5, 1, 3, 1, 0, 3, 3, 9069, 1330, 888
5, 4, 1, 5, 2, 1, 4, 1, -1, 3, -1, 0, 4, 0, 1, 1, 5, -1, 2, -1, 3, 0, 5, 2, 2, 5, -1, -1, 3, 1, 0, 0, 4, 1, -1, 0, 5, 1, 0, 3, 2, 5, 4, -1, 1, 2, -1, 2, 3, 3, 4, 2, 3, 4, 2, 3, 2, 1, 4, 0, -1, 5, 4, 4, 4, 0, 4, 4, 3, 3, 0, 1, -1, 5, -1, 5, 2, 3, 0, 3, 1, 0, 3, 5, 5, 2, 5, 2, 2, 5, 9229, 1330, 888
5, -1, 2, -1, -1, 1, -1, 5, 2, 2, -1, 5, 2, 0, 1, 3, 2, 4, 2, -1, 0, 2, 3, -1, 0, 4, 5, -1, 2, 3, 0, 1, 4, 3, 3, 0, 4, 4, 1, 3, 5, 2, 1, 3, 0, 0, 2, 3, 2, -1, 0, 5, 0, 2, 1, 2, 3, 0, -1, 5, 4, 1, 0, 1, 1, 0, 3, -1, 1, 5, -1, 5, 4, -1, -1, -1, 5, 4, 4, 1, 3, -1, 3, 1, -1, 4, 4, 0, 5, 3, 8700, 1330, 888
2, 3, 2, 5, 3, 2, 2, 0, -1, 5, 0, 1, 3, -1, 3, 2, 0, 2, 1, 5, -1, 4, 4, 4, 2, 1, 0, 5, 5, -1, 4, 3, -1, 3, 5, 4, 2, 0, 1, 5, 5, 0, 1, -1, 1, 3, 4, 1, 2, 3, 2, 4, 1, 1, 5, 5, 0, 0, 3, -1, 5, 3, 2, 1, 1, 3, 4, 0, 3, 4, -1, -1, -1, 4, 5, 4, 0, 4, -1, 1, 2, 0, 3, 4, 0, 1, -1, -1, 2, -1, 8616, 1330, 888
5, 3, -1, 1, 5, 0, 1, 5, 3, 2, 4, 4, 5, 5, 2, 1, 3, 5, 2, 3, -1, -1, -1, 3, 1, 4, 1, -1, 3, 3, 5, 0, 3, 2, 2, 5, 1, -1, 1, 4, 4, 1, 1, 0, -1, -1, 0, 2, 3, 2, 4, 5, 5, 4, 5, 3, 1, -1, 1, -1, 2, 2, -1, -1, 0, 2, -1, 0, 5, 0, 4, 4, 3, 1, 4, 4, 5, 0, 3, 3, 1, 1, 4, 0, -1, 4, -1, 2, 5, -1, 8156, 1330, 888
2, 0, -1, 1, 0, 2, 0, -1, 4, 3, -1, 3, 5, 1, 3, 1, 3, -1, 5, -1, -1, 2, 5, 4, 3, -1, 4, 0, 4, 2, 5, 0, 2, 3, -1, 1, -1, -1, 0, 0, 2, 5, -1, 2, 2, 1, -1, 0, -1, 3, 5, -1, 4, 1, -1, 0, 3, -1, 1, 0, 2, 0, -1, 3, -1, 4, 5, 1, 2, 4, 2, 4, 4, 1, 1, -1, 1, 2, 5, 1, 0, 5, 2, -1, -1, 3, 3, 4, 4, 4, 8909, 1330, 888
4, 3, 2, -1, 5, 5, 0, 5, 5, 1, -1, 1, 1, 5, 1, 4, -1, 5, 1, -1, 2, 2, 0, 1, 4, 3, -1, 0, 0, 4, 3, 3, 0, -1, 2, 5, -1, 4, 4, 2, 2, 4, 5, 0, -1, 0, 2, 3, 1, 0, 2, 0, 2, -1, 3, 4, 0, 4, 4, 2, 5, -1, 0, 1, 3, 5, -1, 1, 5, -1, 5, 4, 1, 4, 1, -1, 2, -1, 3, 3, 2, 0, 5, -1, 1, -1, 3, 4, 0, -1, 8679, 1330, 888
4, 3, 5, 2, 0, -1, 1, 0, 1, -1, -1, 0, 4, 0, 3, 1, 3, 4, -1, 1, 5, 2, 2, 0, 3, 4, 3, -1, 2, 5, 0, 3, 2, 1, -1, 5, 1, 4, 5, -1, 4, 2, 5, 4, 5, -1, 5, -1, 4, 0, 0, -1, 2, 0, 5, -1, 3, 3, 2, -1, 3, 1, 4, 5, 1, 2, 2, 3, 3, 2, -1, 3, 4, 2, 3, 4, 0, 0, 1, -1, 0, -1, 4, 0, 1, 1, 4, 2, 1, 3, 8881, 1330, 888
1, 5, 0, 4, 2, 3, 2, 2, 0, 4, 5, 2, -1, 4, 0, -1, 4, 1, 4, 5, -1, 4, 4, 4, 1, -1, 5, -1, 3, 5, 5, -1, -1, 4, 3, 3, 1, -1, 2, 0, 0, 1, 1, 0, 0, -1, 1, 3, 2, 5, 4, 3, -1, 1, 4, 0, 2, 3, 0, 1, 2, 0, 0, 2, 3, 3, 0, 4, 3, 1, 5, -1, 0, 1, 2, -1, 5, 3, 2, 3, 5, 2, 2, -1, 1, 3, -1, 5, 5, 1, 9328, 1330, 888
0, 1, 0, -1, 2, 1, 1, 3, 0, -1, 3, 2, 3, 2, 5, 2, 0, 3, 4, 4, -1, 4, 3, 0, 4, -1, 5, -1, 0, -1, 5, 4, 1, -1, 3, 5, 0, 1, 2, 0, 4, 2, -1, 1, 0, 2, 4, 2, -1, 1, 1, 3, 5, 4, -1, -1, 2, 1, -1, 1, 2, -1, 3, 4, 3, 0, 1, 4, 3, -1, -1, -1, -1, 2, 0, 0, 3, 0, 3, 3, 2, 1, 5, 1, 1, 4, 2, -1, 5, 5, 9092, 1330, 888
1, 5, 4, 5, -1, 3, 0, 1, 5, -1, -1, 4, 3, 2, 5, 3, 3, 5, 2, 0, 1, 1, 0, -1, 2, -1, 1, 1, 4, -1, 5, -1, 0, 5, 2, 1, 2, 0, 2, 2, 4, 1, -1, -1, 2, 5, 3, 0, 3, -1, 2, -1, 4, -1, 5, 1, 0, 0, 3, -1, 5, 1, 4, -1, 1, -1, 4, 3, 0, 4, 1, 2, 3, 3, 2, 3, 2, 3, 5, 0, 0, 0, 1, 0, 4, 2, 4, 5, 4, -1, 9266, 1330, 888
-1, 0, 2, 4, 3, 4, -1, 5, 0, -1, 0, -1, 3, -1, 5, 5, 0, 4, -1, 1, 0, 2, -1, 3, 1, 5, 3, 1, 0, 2, 4, 4, 5, 4, 5, 2, 3, -1, 2, 2, 2, 4, -1, 4, 3, 3, -1, -1, 2, 3, -1, 1, 0, -1, 1, 2, 1, 1, 1, 0, 0, 0, 4, 0, 5, 3, 0, 1, 3, 5, 5, 0, 5, 2, 4, 4, 5, 3, 4, 2, 3, 1, -1, 1, 2, 3, 0, 2, 4, 5, 9433, 1330, 888
4, 0, 3, -1, 0, 1, 4, 5, 2, 1, 5, 3, 3, 5, 5, -1, 4, -1, 2, 5, 2, -1, 1, 4, 3, 2, 1, 2, 0, 5, 2, 5, 2, 1, 4, 5, 2, 1, -1, 3, -1, 2, 1, 2, 0, 0, 4, 5, 0, 1, 3, 5, 2, 4, 1, 5, -1, 1, 0, 5, 2, 4, -1, 0, 3, -1, 0, 4, 4, 3, 3, -1, -1, 3, 0, 3, 0, 4, 1, 0, 1, 5, 4, 3, -1, -1, 2, -1, 4, -1, 8837, 1330, 888
3, 5, 2, 2, 1, -1, 4, 4, 1, 5, 5, 2, 2, -1, 2, 1, 1, 0, 0, -1, 0, 2, -1, 1, -1, 1, 3, 4, 0, 5, 2, -1, 1, 0, 0, 1, 5, 4, 3, 5, -1, 5, 5, 4, 4, 0, 2, 1, 3, 3, 1, 1, 5, 4, 2, 3, 1, 0, 0, 0, 4, 3, 0, 3, 0, -1, 5, 3, -1, 2, -1, 1, 2, 2, -1, 4, 3, -1, 3, 1, 4, 4, 4, 4, 3, 3, 3, 0, -1, -1, 9163, 1330, 888
4, -1, 4, 3, 3, 0, 4, -1, 5, 4, 5, 5, 1, 4, 3, 2, 0, 4, 0, -1, 4, 1, 1, -1, 0, 1, 3, 5, -1, 2, 4, 2, -1, 2, 1, 3, 0, 4, 5, -1, 1, 4, -1, 3, 2, -1, 2, 3, 5, 1, 4, 4, 2, 0, 0, -1, 1, 5, 0, 3, 2, -1, -1, 0, 1, 1, 5, 1, 3, 0, 3, 2, 2, 2, 1, 0, 3, 5, -1, -1, 3, 5, 0, 4, 3, 0, 2, 3, 2, 5, 8675, 1330, 888
5, -1, 2, 0, 2, 5, -1, -1, 1, 0, 1, 3, 1, 5, 4, 1, 2, 0, -1, -1, 5, 2, 4, 1, 5, 3, 2, 3, 4, 4, 3, 2, 3, 5, 0, 5, 1, -1, 3, 5, 4, 4, 2, 0, 3, 0, 4, 3, 5, 3, -1, 4, 0, 4, -1, 2, 4, 5, 3, 2, 1, 4, 0, 0, -1, -1, 5, 2, 1, 2, 5, -1, 4, 1, 1, 4, 0, 3, 2, 3, 4, 0, 0, 1, 1, -1, -1, 0, 5, 2, 9151, 1330, 888
3, 3, 4, 0, 2, 5, 3, 2, -1, 0, 4, 4, 4, -1, -1, 5, -1, 2, 1, -1, 1, -1, 2, 0, 1, 5, 5, 2, -1, 1, 3, 5, 5, 2, 3, 4, 3, 3, -1, -1, 4, 1, 3, 3, 0, 4, 3, 1, 1, 4, 2, 2, 2, 1, 0, -1, 4, 1, 2, -1, 2, -1, 5, 0, 1, 4, 3, 0, 1, -1, 3, -1, 5, -1, 5, -1, 0, 2, 2, 0, 5, 3, 5, 0, 0, 0, 0, 4, 1, 2, 8499, 1330, 888
3, 0, 5, 4, 3, 3, 2, 4, 4, 1, 5, -1, 1, 5, 1, 2, 0, 3, -1, 5, 2, -1, 0, 4, 0, 3, 0, -1, 1, 0, 4, 1, 2, -1, 3, 5, 3, -1, 0, 2, -1, 1, 4, 0, 5, 2, 5, -1, 5, 3, 0, 3, 3, 0, 1, 2, 1, 4, 1, 4, 2, 5, 0, -1, 4, 0, -1, 2, 3, 0, 4, -1, 4, 3, 2, -1, 2, 1, 2, 4, 0, 5, 3, 5, 4, 1, 5, 1, 1, 3, 9264, 1330, 888
2, 1, -1, 0, 3, 4, 4, -1, 5, -1, 0, 0, 5, 4, 4, 1, 0, 2, 3, 3, 0, 5, 3, 2, 3, -1, 1, 5, 0, -1, 5, 1, 2, 2, 1, 3, 4, -1, 3, -1, 5, -1, 4, 3, 3, 2, 2, -1, 2, 0, 3, -1, 1, 3, 0, 3, 1, 5, -1, 4, 0, 1, 1, -1, 5, 4, 2, 5, -1, 4, 1, 2, 0, 0, -1, 1, 3, 2, -1, 4, 4, 1, 0, 5, 2, -1, 3, 1, -1, 4, 8757, 1330, 888
4, 0, 1, 1, 0, 2, 1, 4, 3, -1, 5, 2, 5, 3, 4, 5, 4, 0, 4, 5, -1, 4, 3, 5, -1, 0, 4, 2, 2, 5, -1, -1, -1, 2, -1, 2, 4, 4, 2, -1, -1, 2, 3, 5, -1, 2, -1, 4, 4, 5, 5, 1, 1, 4, 1, 3, 3, 0, 3, 3, 2, 0, 0, 0, 0, 5, 1, 3, 3, 0, 5, 1, 1, 2, -1, 3, -1, 2, 1, 0, 2, 1, 0, 3, -1, -1, 1, 2, 3, 5, 9068, 1330, 888
4, 0, 2, 1, 5, 4, 5, 4, 3, 5, -1, 3, 2, -1, -1, 4, 3, 4, 0, 0, -1, 2, 1, 5, 2, 2, 2, 3, 2, -1, 4, 1, 2, 2, 1, 0, -1, 3, 0, -1, 3, 5, 1, 1, 5, 0, 0, -1, 2, 5, 2, -1, 5, 3, 3, 1, 0, 3, 1, 3, 5, 2, 4, 4, 3, -1, 4, 1, 5, 4, 0, 5, 4, -1, 4, 3, 2, 0, 3, -1, 1, 1, -1, 0, 5, 2, -1, 0, 4, -1, 8877, 1330, 888
-1, 5, 0, 3, -1, 5, 2, 4, 4, 0, -1, -1, -1, 5, 4, 3, 0, 5, 5, -1, -1, 4, 2, -1, 4, 1, 0, 0, 2, 4, 5, 2, 1, 4, -1, 2, -1, 0, 0, 3, -1, 2, 1, 5, 2, 3, 1, 0, 5, 0, 0, -1, 4, 0, 2, 3, -1, 1, 2, 4, 4, -1, 1, 3, 3, 2, -1, 5, 3, 0, 5, 3, 3, 0, 2, 5, 3, -1, -1, 1, 3, 1, 1, 5, 3, 1, 1, 2, 5, 2, 8814, 1330, 888
1, 0, -1, 5, 1, -1, 2, 0, 0, 2, -1, 3, -1, 2, -1, 0, 2, 1, 1, 2, 4, 1, 2, 0, 3, 3, 0, 1, -1, 1, -1, 5, 1, 4, -1, -1, 3, 5, 5, 0, -1, 0, 4, 0, 3, 4, 0, 3, 5, 5, 2, 3, 2, 0, 1, -1, 4, 2, -1, 3, 1, 3, 0, -1, 4, 1, 5, -1, 2, 5, 3, 5, 4, -1, 4, 2, 4, 3, 1, 3, 4, 3, 0, -1, 4, 1, 0, 5, 3, 4, 8688, 1330, 888
