$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,$x51,$x52,$x53,$x54,$x55,$x56,$x57,$x58,$x59,$x60,$x61,$x62,$x63,$x64,$x65,$x66,$x67,$x68,$x69,$x70,>>f1,>>f2,>>f3
3, 2, 3, 0, 0, 0, 0, 3, 2, 1, 2, 1, 2, -1, 0, 0, -1, 2, 1, 0, 0, 3, 2, 2, 3, 1, 1, 1, -1, 3, 3, -1, 2, 3, 1, -1, -1, 2, 0, 1, 2, 0, -1, 1, 0, 2, -1, 1, 0, 1, 3, 1, 1, -1, 2, 3, 2, 0, 3, 2, 2, 0, -1, 3, 0, 1, 3, 3, 1, -1, 4108, 1049, 642
1, 3, 2, 2, 1, 3, 3, 3, -1, -1, 3, 0, 2, 3, 1, 2, 0, 1, -1, -1, -1, -1, 3, -1, 2, 1, -1, 2, 0, 1, 0, 1, 3, 0, 0, -1, -1, -1, 2, 3, 2, 0, 1, -1, 2, 3, 3, -1, 0, -1, 2, 1, 3, 1, 1, 0, 2, 2, 1, 0, 3, 2, 2, -1, 2, 2, -1, -1, 1, 3, 3593, 1049, 642
2, 2, 1, 1, -1, 3, 2, 3, 3, 0, 3, 3, 3, 3, 1, 2, 1, 3, 0, 2, 1, -1, 1, 0, 2, 3, 0, 1, 3, -1, 3, -1, -1, 2, -1, 0, -1, 1, 3, 0, 1, 2, 3, 0, 0, 2, 1, 0, 0, 2, 2, 0, 0, 0, 3, 2, -1, 3, 2, 1, 1, 0, 1, -1, 2, 3, 1, 1, -1, 2, 4259, 1049, 642
2, 1, -1, -1, 1, 3, 3, 3, -1, 0, 0, 1, 1, 2, 3, -1, 0, 0, 3, 1, 3, 1, 3, 2, 0, 3, -1, 2, 0, 2, -1, -1, 2, 0, 1, 1, 0, -1, 1, 0, 2, -1, 2, 3, 3, 3, -1, 0, 0, 0, 3, 2, 3, 0, -1, -1, 1, 2, 2, 1, 2, 2, 3, 1, -1, 0, -1, 3, 3, 0, 3862, 1049, 642
2, 2, 1, 3, -1, 0, 0, 3, 3, 2, 3, -1, 0, 3, 0, 3, -1, 1, 2, 0, 3, 0, 3, 2, 1, 1, 2, 3, 1, 3, 3, 1, 2, 0, 2, -1, 0, 1, 1, 1, 2, 0, 2, -1, 3, 1, -1, 0, -1, 2, 0, 1, -1, 0, 1, 3, -1, 1, 2, 1, 1, 0, 2, 2, 3, 0, 0, 1, 0, 3, 4486, 1049, 642
-1, -1, 2, -1, -1, -1, 3, 1, 1, 1, -1, 3, -1, 2, 3, 2, 0, 0, 3, 1, 0, -1, 3, 1, 1, 1, -1, 1, 2, 3, 3, -1, 1, 1, 0, 1, 2, 2, 0, 3, 3, 3, 0, 0, 0, 2, 1, 0, 2, 2, 3, 2, 0, 0, 2, -1, 1, 0, 2, -1, 1, 3, 1, 0, 0, 1, 0, 3, -1, 3, 4289, 1049, 642
2, 2, 3, 3, 3, 2, -1, 0, 1, 3, 1, 0, 3, 2, 1, 3, 3, -1, 0, 0, 3, 0, 0, 1, 0, 3, -1, 3, 2, -1, 2, 2, 2, 1, 2, -1, 2, -1, 0, 3, -1, 2, -1, -1, 1, -1, 2, 3, 0, 3, 1, 0, 1, 1, -1, 2, 3, 2, -1, 1, 0, 2, 3, 0, 1, 2, 1, -1, 0, 1, 3926, 1049, 642
0, 2, 3, -1, 1, 3, 1, 1, -1, -1, 0, 2, 3, -1, 0, -1, 0, 3, 1, 3, 2, 2, 0, 1, -1, 0, 1, -1, 2, 2, -1, 1, 0, 2, 0, -1, 0, 2, 2, 1, 3, 0, 2, 1, 2, 2, 2, 1, 3, 1, 3, -1, 0, 3, 0, -1, 3, 1, 0, 1, 0, 1, 0, 3, 1, 3, 3, 2, 1, -1, 4234, 1049, 642
-1, 3, -1, 0, 3, 2, 2, -1, -1, 1, 0, 0, 1, 3, 1, 3, -1, -1, -1, 2, -1, -1, 0, 3, 3, 1, 0, 2, 2, 2, 0, -1, 2, -1, 0, 1, -1, 3, 0, 2, 1, 0, 2, 2, 3, 0, 2, 1, 1, 1, -1, -1, 1, 0, 1, 2, 0, 1, 2, -1, 1, 3, 2, 0, 1, 1, 0, 0, 2, 2, 3990, 1049, 642
2, -1, -1, 1, 3, 0, -1, -1, -1, -1, 0, -1, 2, 1, 2, 3, 0, 0, 0, 2, 1, 0, -1, 2, 3, 1, 1, 2, 1, 3, -1, 2, 3, 1, 1, -1, 0, 0, 2, 1, 2, -1, 3, 1, 0, -1, 2, 2, 0, -1, 3, 0, 2, -1, 0, 3, 0, -1, -1, -1, -1, 0, 1, 1, 1, 2, 0, 3, -1, 3, 3779, 1049, 642
1, 2, 2, 1, -1, 3, 3, 1, 0, 2, 0, 1, 3, 1, 3, 2, -1, 2, 3, -1, 3, 1, 2, 2, -1, 3, -1, -1, 1, 1, 1, 2, 3, 1, -1, -1, 3, -1, 0, 3, 3, 3, 0, 0, -1, 0, 2, 3, 2, 1, 3, 0, 1, 2, 0, 0, 2, 3, 0, 0, 1, 1, 2, -1, 2, 0, 1, 2, 3, 0, 4215, 1049, 642
0, -1, 3, 0, -1, -1, 0, -1, 2, 3, 1, 1, 1, 0, 0, 1, 0, 1, -1, 2, 1, 3, 2, 3, 3, 0, 0, -1, 3, 2, -1, 3, -1, 0, 2, -1, 2, 3, 1, -1, 3, 2, 3, -1, 2, 0, 2, 0, 2, 1, 1, 1, 1, 0, 1, 2, -1, 0, -1, 0, -1, 1, 3, -1, 1, 0, 2, -1, -1, 1, 4026, 1049, 642
-1, 1, 3, 1, 2, 2, 0, 1, -1, 0, -1, -1, 2, 2, 0, 3, 1, 0, 2, 3, 0, 0, 2, 2, 1, 3, 0, 2, 2, 2, 2, 0, 3, 2, 0, 2, -1, 2, 1, 1, -1, -1, -1, -1, -1, 1, 2, 3, 0, -1, 1, -1, 1, 1, 0, 1, 0, 3, -1, 1, 1, 0, 3, 0, 3, -1, -1, 0, 2, 3, 4094, 1049, 642
1, 3, 0, 2, 2, 2, 3, 3, 1, -1, -1, 0, -1, 0, 0, 1, 3, 3, -1, -1, 1, 2, 2, -1, -1, -1, 1, 2, 3, -1, 1, 2, 1, 1, 1, 3, 3, 3, 2, 0, -1, 0, 1, 1, -1, 3, 2, 3, 1, 2, 0, 2, 2, 2, -1, -1, 2, 0, 3, 2, 0, 0, 0, 1, -1, 3, 3, 0, 0, 1, 3769, 1049, 642
0, 1, -1, 2, 2, 0, 2, 0, 1, 1, 1, 0, 1, 2, 2, -1, -1, 0, 0, -1, 0, -1, 0, 3, 3, 3, 1, 3, 0, 0, 0, 1, 2, 3, 1, 3, -1, 2, 2, 3, 1, 3, 3, 2, 2, 2, 2, 1, 0, 2, -1, 1, 3, 2, 2, 0, 2, 1, 3, 0, 0, 3, -1, -1, 1, 3, -1, 1, 1, -1, 4129, 1049, 642
-1, 3, 1, 1, 2, 1, -1, 3, -1, -1, 3, 3, -1, 3, 0, 1, 3, 0, 1, 1, 0, 2, 2, 0, 0, 1, 3, -1, 2, 0, 1, 0, 0, 0, -1, 2, 1, 2, 2, 2, 2, 0, -1, -1, 3, 2, 1, 2, -1, 0, -1, 1, 1, 0, 1, 0, 2, -1, 1, 3, 1, 0, 3, 0, -1, 3, -1, 0, -1, 3, 4042, 1049, 642
1, 2, 3, -1, 1, 2, 1, 2, 1, 3, 2, 3, 2, 2, 1, 0, 0, 0, -1, 0, 2, 2, 3, 2, 1, -1, 2, 0, 0, 1, -1, 3, 0, 2, 0, 0, 0, -1, 1, 3, 0, -1, -1, -1, 3, 1, 2, 2, 1, 2, 0, -1, 0, 2, 1, 2, 1, 1, 3, 0, -1, 3, 1, 3, -1, 1, 0, 3, 3, 3, 4283, 1049, 642
0, 0, 2, -1, 2, -1, 2, 0, -1, 0, -1, 3, -1, 0, -1, 2, -1, -1, 0, -1, 1, 2, 2, 0, 2, 2, 1, 2, -1, 3, 2, 3, 1, 3, 1, 1, 3, 1, 0, 3, 2, 1, 1, 0, 0, -1, 3, 2, 0, 0, -1, 1, 0, 2, 1, -1, 2, -1, 2, 2, -1, -1, 3, -1, 1, 1, 0, 1, 1, 3, 3796, 1049, 642
1, 3, 0, 0, 2, 1, 3, 1, 2, 0, 0, 0, 2, -1, 3, -1, 3, -1, 0, 2, 3, 1, 1, -1, -1, -1, 1, 0, -1, 2, 2, 0, 0, 2, 3, -1, 1, 2, 3, 1, 0, -1, 1, 0, 2, 1, 2, 0, 3, -1, 3, 2, -1, 0, -1, -1, 0, 0, 2, 1, 3, 1, 3, 2, 2, 1, 2, -1, 0, 1, 4088, 1049, 642
3, 3, 2, -1, 0, 2, 2, 1, -1, 2, 1, 2, 2, 0, 1, -1, 0, 2, 2, 3, 0, 1, 1, 2, -1, 1, 0, -1, 1, 2, 1, 3, 2, 0, 3, -1, 2, 3, 3, 0, 3, 3, -1, 1, 1, 3, 0, 1, 0, -1, 2, -1, 1, 0, 2, -1, 0, 2, 2, -1, 0, 1, 1, 0, -1, 3, 0, 0, 3, 1, 4192, 1049, 642
3, 1, 2, 0, 0, 1, 2, 1, 3, -1, 3, 0, 3, 1, 2, 2, -1, -1, 0, 2, 0, 1, -1, 1, 0, -1, 0, 0, 0, 1, 2, 3, 0, 2, 1, 3, 0, 3, 1, -1, 0, 0, 2, 3, -1, -1, 0, 3, -1, 3, -1, 2, 0, -1, 1, 0, 2, -1, 1, 2, 1, 3, 2, 1, -1, 2, 2, 2, 1, 1, 4094, 1049, 642
2, 1, 1, 3, 0, -1, 0, 1, 0, 3, 1, 3, -1, -1, -1, 0, 1, 2, -1, 0, 1, -1, 0, 2, 0, 1, 0, -1, 3, 0, 1, 2, 3, -1, -1, 1, 3, 2, 3, 0, 2, 3, -1, 2, -1, 3, 0, 0, 3, 2, 2, 3, -1, 2, 1, 3, 2, 1, -1, 2, 1, 2, 1, 2, -1, 0, 2, 1, 1, 0, 3883, 1049, 642
1, 2, 1, 2, 3, 2, 2, 1, -1, 0, -1, 1, 2, -1, 2, 2, 0, 2, 0, -1, -1, 0, 3, 1, 0, 2, 0, 1, 1, -1, 1, 0, 1, 2, 0, 1, 1, 2, -1, 1, 3, 2, 1, 3, 0, 3, 3, 1, 1, 2, 0, -1, -1, 3, 2, 3, 2, 2, 0, 3, -1, 3, 3, -1, 1, 2, 3, 0, 0, -1, 4258, 1049, 642
0, 0, 3, 2, 3, 1, -1, 0, -1, 1, 3, -1, 1, -1, 1, 0, 1, -1, 0, 1, 1, 3, -1, -1, -1, -1, 2, -1, 0, 1, 1, 2, 2, 1, 2, 1, 1, 0, -1, 2, 0, 0, 1, 0, -1, 2, -1, -1, 0, 0, 2, 0, -1, -1, 2, 0, 0, -1, 2, 1, 1, 2, -1, -1, 1, -1, 2, -1, -1, 2, 3725, 1049, 642
0, -1, 0, 2, -1, 3, 0, 3, 1, 2, 2, 2, 2, 1, -1, 1, 0, 1, 0, 2, 3, 2, 3, 3, 3, 3, -1, 1, 1, 2, -1, 2, 0, 3, 1, 0, 1, 1, 1, 1, 2, 0, 3, 3, 0, 0, 0, -1, 3, 2, 1, 3, 2, 3, 0, 0, 0, 2, 1, -1, 3, 3, 2, 1, 2, 1, -1, -1, 1, -1, 4458, 1049, 642
-1, -1, 1, 2, -1, -1, -1, 1, 1, 2, 3, 3, 2, 1, 0, 0, -1, -1, 0, 2, 3, 1, 1, 1, 0, 1, 3, 2, 0, -1, 3, 0, 0, 3, 2, 2, 2, 2, 2, 2, 1, 1, 3, 0, -1, 2, -1, -1, 0, 1, 1, 1, 0, 2, 0, 2, 3, -1, -1, 0, 2, 0, 1, 3, 2, 3, 3, -1, 0, 0, 4034, 1049, 642
0, -1, 0, 1, 0, 0, -1, 0, 3, 1, 2, 2, 1, 0, -1, 3, -1, -1, 0, 3, -1, 1, 2, 2, 2, -1, 3, -1, 1, -1, 1, 3, 2, 1, -1, 0, 2, -1, 2, 1, 2, 0, 1, 2, 3, 2, 1, 2, -1, 3, 2, 1, -1, 0, 0, 1, 2, 1, 0, 1, 3, 0, 1, 3, 1, -1, 0, 3, 0, 1, 4235, 1049, 642
-1, 0, -1, 3, 0, 3, 2, 0, 2, 0, 2, 1, -1, 2, 0, 0, 1, 3, 2, 1, 1, -1, 1, 3, 0, 2, -1, 3, 3, -1, 2, -1, 0, 2, 0, -1, 2, 1, 0, 3, 0, 2, 2, 1, 1, 2, 2, -1, 3, 1, 3, 2, 3, 1, 1, -1, -1, 3, 3, 2, 0, -1, 3, 1, 2, 1, 3, 0, 2, 3, 3878, 1049, 642
2, 2, 2, -1, 0, -1, 2, -1, 3, 2, 3, 3, 1, 2, 1, 1, 0, 3, 2, 1, 1, 0, 2, -1, 1, -1, 0, 1, 2, 3, 2, -1, 3, 0, 1, -1, 0, 0, 1, -1, 1, 2, 3, 3, -1, 3, 2, 1, -1, 2, 2, -1, 0, -1, 2, 2, -1, -1, 0, 2, 3, 1, 0, -1, 3, 1, 1, 0, 0, 3, 3840, 1049, 642
3, -1, -1, 0, 1, 3, 1, 0, 2, 2, 1, 3, 3, -1, 2, 0, 1, -1, -1, 2, -1, -1, 1, 2, -1, -1, -1, 1, 1, 2, -1, 2, 3, 0, 1, 2, 0, 0, 0, -1, -1, 1, 0, 3, 1, 1, 2, 1, 3, 0, -1, 2, 2, 2, 1, 2, 2, 2, 0, -1, -1, 0, 1, 0, 1, -1, -1, 0, 1, 0, 3939, 1049, 642
3, 1, 1, 0, 1, 3, 1, 0, -1, 3, 2, 1, -1, 2, -1, 1, 1, 0, -1, 3, 3, 2, 2, 1, 2, 3, 2, 3, 3, -1, 0, 1, 0, 1, -1, 1, -1, 3, 2, 3, 0, 2, 3, -1, 2, 3, 0, 2, -1, 0, 2, 1, 3, 3, 0, -1, 0, 2, 2, 0, -1, -1, -1, 0, 0, -1, 2, 3, 3, 1, 3849, 1049, 642
3, -1, -1, -1, 2, 0, 0, -1, 0, 3, 3, 1, -1, 0, 1, 2, 2, 2, -1, 0, 0, 1, -1, 0, 0, 2, 0, -1, 3, -1, 2, 2, 0, -1, 1, 3, 1, -1, 1, 3, 2, 0, 0, -1, 1, -1, 2, 3, 1, 1, 1, 2, 3, 2, 1, -1, -1, 2, 3, 0, 1, 0, 3, 2, 1, 3, 2, -1, 2, 1, 3659, 1049, 642
2, 2, 3, 2, 3, -1, 3, 3, 0, 0, 1, 0, 2, 3, 2, 2, 0, 2, 2, 1, 0, 1, -1, 2, -1, 0, 0, 0, 3, 2, 2, -1, -1, 2, 1, 1, 1, 1, 0, 2, 0, 0, -1, 0, 1, 3, 0, 2, 0, 1, 1, 0, 1, -1, -1, 2, -1, -1, 3, 3, 1, -1, 1, 3, 2, 2, 3, 1, -1, -1, 3866, 1049, 642
2, 3, 2, 3, 3, 1, 1, 0, -1, 0, -1, -1, 0, 3, 0, 0, 2, 0, 2, 3, 3, 3, 0, 0, -1, 2, 0, 2, 0, 3, 2, 1, -1, -1, 3, 3, 2, -1, -1, -1, 1, 0, 1, -1, 3, 1, 0, 1, 2, 1, 2, 2, 2, 0, -1, -1, 0, 2, 3, 1, 3, 0, 1, 2, 3, 3, 1, 0, 1, 1, 4049, 1049, 642
-1, 1, 3, 1, -1, -1, 2, 0, 0, -1, 3, -1, -1, 3, 1, 0, -1, -1, 0, 1, 1, 0, 1, 2, 2, 3, 1, 0, 1, 1, 2, -1, 2, 2, 0, 2, 3, 2, 1, 1, 2, 1, 0, 3, 2, 3, 1, 2, -1, -1, 0, -1, 0, 3, 1, 2, 2, -1, 1, -1, 3, 0, 0, 2, 0, 0, 3, 3, 2, -1, 4101, 1049, 642
-1, 0, 0, 2, -1, 2, -1, 1, -1, 3, 2, 0, 1, -1, 3, 1, 2, 2, 1, 2, 0, 3, 3, 1, 3, 2, 2, 1, 1, 2, 0, 2, 3, 3, 1, 3, 1, 1, 0, 0, -1, 2, 2, -1, 3, 2, 0, 3, 0, -1, 2, 3, 0, 1, 0, 0, 0, -1, 2, 0, 3, 1, 1, 0, -1, 1, 3, -1, -1, 3, 4202, 1049, 642
2, 0, 0, 0, 1, -1, 2, -1, -1, 1, -1, 1, 2, 3, 1, 2, 1, 0, -1, 0, 1, 0, 2, -1, 3, 1, -1, -1, 0, 3, 2, 0, 2, 0, 0, 2, -1, 2, 0, 1, 3, 3, 1, 3, 2, 2, 0, -1, 0, 3, 2, -1, 1, -1, 0, 3, -1, 3, 0, -1, -1, 2, 2, 1, -1, 3, -1, -1, -1, 0, 3887, 1049, 642
3, 3, 1, 0, 2, -1, 0, 1, -1, -1, 0, 3, -1, 1, 1, 3, 0, 2, 3, 3, 1, 1, -1, 2, 2, 0, 1, 1, 3, 1, 0, 2, -1, 1, -1, 3, -1, 0, 0, 0, -1, 2, 0, -1, 0, 3, 2, 2, 1, 2, 1, 3, 2, 0, 3, 1, -1, 2, 3, 0, 0, 2, 0, 0, 1, 2, -1, -1, 2, 1, 4315, 1049, 642
2, 1, 1, -1, 1, 0, 1, 3, 2, 0, -1, 1, -1, 3, 3, 2, 2, 2, 0, 0, 0, 0, 2, 3, 1, 1, 3, 0, 2, 2, 0, 3, -1, 2, -1, -1, 0, 0, 2, 2, 1, 1, 3, -1, 0, 3, 3, 2, -1, 1, 1, 3, -1, 3, -1, -1, 2, 0, 3, 0, 1, -1, -1, 1, 0, 3, 1, 2, -1, -1, 4010, 1049, 642
3, 1, 3, -1, 0, 0, 2, 0, -1, 0, 2, 3, 3, 3, 1, 1, -1, 1, 1, 3, -1, 1, -1, 3, 2, 0, 3, 0, 0, 1, 0, 1, 0, 0, 3, -1, 2, 0, 3, 2, -1, 1, 2, 3, 3, -1, 1, 0, 1, 0, 3, 2, -1, 1, 1, -1, 2, 0, 3, 1, 0, 1, 2, 2, 2, -1, 2, -1, 0, 0, 4165, 1049, 642
-1, 2, 1, 3, 3, -1, 0, -1, -1, 3, 1, -1, 0, -1, 0, 3, 1, 1, 3, 1, 2, 0, 1, 1, 0, 0, 3, 1, 0, 0, 1, 1, 3, 0, 3, 2, -1, 1, 1, 0, -1, 0, 2, 0, 1, 2, 1, 2, 3, 1, -1, 2, 3, 2, 3, 3, -1, 3, 3, 0, -1, 2, 2, -1, 1, 3, 0, 0, 0, 2, 4221, 1049, 642
3, 1, 1, -1, 3, 2, 0, 3, 1, 2, 1, 0, 2, 0, 0, 1, -1, -1, 2, 2, 3, 0, 3, -1, -1, 1, -1, 1, 3, 0, 0, 2, 0, 3, 2, 0, 0, -1, 2, 1, 2, -1, 3, -1, 2, 3, 2, 3, 1, -1, 2, 2, 1, 1, 2, -1, 0, 1, 0, 2, 1, 3, -1, 0, -1, 1, 0, -1, 2, 0, 4024, 1049, 642
1, 0, 1, 0, 1, 2, 2, 2, 0, 0, 0, 1, -1, 2, 0, 0, -1, -1, 2, 3, 1, -1, 2, -1, 2, -1, 3, 1, 0, 2, -1, 1, 0, 1, 3, -1, -1, 0, 3, -1, 2, 3, 3, 2, 1, 0, 3, 2, 3, 3, 3, 2, 1, 0, 0, 3, 0, 2, 3, 2, 2, -1, 1, -1, 0, 2, 1, 0, 1, 3, 4406, 1049, 642
-1, 0, 0, 3, 2, 1, 0, 1, 2, -1, 2, -1, 1, -1, 3, 2, 2, 1, 1, 1, 0, 2, 1, 3, -1, 0, -1, 2, 1, -1, 0, 3, 2, 3, 1, 3, -1, 3, -1, 1, -1, 2, 2, 3, -1, 0, 2, 2, 2, 1, -1, 1, 0, 3, -1, 2, 0, 3, 3, 1, 1, 0, 2, -1, -1, 3, 0, -1, 0, 0, 3849, 1049, 642
0, -1, 0, 1, 3, 2, 1, -1, 3, 2, 3, -1, 2, 3, 1, 3, 3, 0, 2, 0, 1, 2, 1, 3, -1, -1, 1, 2, 3, 1, 2, 2, 2, 0, 0, 2, -1, -1, 1, -1, 1, 0, 3, 1, -1, 1, -1, 1, 3, 0, 0, 2, 1, 3, -1, 0, 2, 2, 1, 3, 0, 2, 0, -1, 1, 0, 3, 0, 2, 3, 4074, 1049, 642
-1, 2, -1, 3, 3, 1, 1, -1, 0, -1, -1, -1, 1, 1, 1, 0, 3, 0, 2, 0, -1, 0, -1, 3, 2, 3, -1, 0, -1, -1, 1, 3, 0, 1, -1, 2, -1, 3, -1, 2, 2, 3, 0, 2, 2, 1, -1, 3, -1, 3, -1, 2, 1, 1, 2, 0, 2, 3, 1, 2, -1, 0, 3, 3, 1, 2, 1, 1, 3, 2, 3710, 1049, 642
0, 1, 1, 2, 0, 2, 1, 2, 3, 3, 2, 3, 2, 3, 2, 3, -1, 0, 0, 0, 2, 2, -1, 3, -1, 3, 1, 0, -1, 1, 1, 0, 1, -1, 1, -1, 1, 3, -1, 2, 2, 1, 0, 0, 2, 1, -1, 1, 2, -1, 0, 3, 2, 3, 0, 0, 3, 0, 1, 2, 3, 3, 0, 2, 1, 0, -1, -1, 2, 1, 4431, 1049, 642
2, -1, 2, 1, -1, -1, -1, 0, 3, -1, 2, -1, 2, 2, 1, 2, 3, 1, 2, 3, 3, 1, -1, -1, 3, 2, -1, 0, 0, 3, -1, -1, 1, 1, 1, 1, 1, 0, 2, 0, 3, 1, 2, 2, 2, 0, 0, 0, 1, -1, -1, 1, 1, 3, 1, 1, 0, 1, 0, 1, 0, 0, 3, 0, 0, 3, 2, 2, 3, 3, 4524, 1049, 642
2, 1, 3, 2, 0, 1, 1, 3, 0, 1, 3, 1, 2, 1, 2, -1, -1, 2, 0, 2, -1, -1, -1, 3, 3, 3, 3, 1, 0, 3, 1, -1, 0, 0, 1, -1, 1, 2, 3, 1, 0, 0, -1, 2, 3, 2, 1, 0, 0, 0, 2, 3, 1, 2, 2, 2, 0, 0, 3, 3, 2, 0, 1, 1, 0, 2, 0, 2, 3, -1, 4472, 1049, 642
-1, -1, 2, 3, 2, 2, 0, 0, -1, -1, 1, 2, 1, 2, 3, 3, 3, 0, 1, 0, -1, -1, 0, 2, 0, 1, 0, -1, 0, 1, -1, -1, 3, 0, 2, 1, 1, -1, 3, -1, 2, 0, -1, 1, 3, -1, 0, 1, 2, 1, 2, 0, 1, -1, 1, 1, 2, 0, 1, 3, 1, -1, 2, 2, 2, 3, 2, 0, 0, -1, 3940, 1049, 642
0, -1, -1, 1, 0, -1, 1, -1, 1, 3, 3, 0, 2, 2, -1, 2, 3, 3, -1, -1, 0, 3, -1, 0, 1, 2, -1, 0, 2, 2, 1, 3, 1, 1, 0, 0, 2, 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 0, -1, 1, -1, 0, 3, 0, -1, 3, 0, 1, 0, 3, -1, -1, 1, 0, 2, 1, 2, 3, 1, 3, 4065, 1049, 642
3, 2, -1, 1, 2, -1, 3, -1, -1, 0, -1, 0, 1, 1, -1, 1, 3, 2, 2, 3, 1, -1, 3, 2, -1, 3, 0, 0, 3, 2, 1, 2, 1, 2, 1, -1, 3, 0, 0, 0, 3, 1, 0, -1, 2, 1, 2, 0, 2, 2, 0, 3, 0, -1, 0, 1, -1, 1, 1, -1, 3, -1, 2, 0, 1, 1, 1, 3, 0, 0, 4300, 1049, 642
-1, 1, 0, 1, 2, 0, 1, -1, 0, -1, 2, 0, 3, 0, 0, 0, 3, 3, 2, 2, 1, 2, 3, -1, -1, -1, -1, 2, 3, 1, 1, -1, 1, 0, 2, 3, -1, 0, 0, 3, 3, 1, 0, 2, 0, 2, 2, 3, 3, 1, 1, 0, -1, -1, 2, 1, -1, -1, 3, 3, -1, 2, 1, 0, 0, 2, 3, 1, 2, 1, 3874, 1049, 642
3, -1, 1, 0, 1, 3, 2, 2, 0, 3, 3, 2, 2, 1, 0, 0, 2, 0, 0, 3, 1, 2, 3, 0, -1, -1, -1, 1, 3, 2, -1, -1, 0, 1, 1, 2, -1, -1, 2, 1, 0, 2, 1, 1, -1, -1, -1, 2, 0, 0, 1, 3, 1, 1, 0, 2, 0, -1, 0, 1, -1, 3, 0, 1, 1, 0, -1, -1, -1, 2, 4087, 1049, 642
3, 3, 0, 2, 3, 2, 3, 3, 0, 0, -1, 2, -1, 2, 1, 1, -1, 1, 2, 1, 1, -1, 3, 0, 1, 2, 0, 0, 3, 2, 1, -1, -1, 0, 0, 0, -1, 3, 2, -1, 2, -1, 0, 1, 0, -1, 1, 1, 1, 3, 1, 3, 0, 1, 1, 2, 2, 3, -1, 2, 3, 1, 2, 3, 0, 1, -1, 2, 3, 2, 3884, 1049, 642
-1, 3, -1, 3, 0, 1, -1, -1, 2, 0, 2, 3, 0, 3, 0, 1, 0, 2, -1, 2, 1, 3, 1, 2, -1, -1, 3, 1, 1, 3, 2, -1, 3, 3, 2, 3, 3, 2, 0, 1, -1, 1, 2, 0, 2, 1, 3, -1, 0, -1, 0, 0, 0, -1, 2, 1, 2, 3, 3, -1, -1, 0, 0, 2, 0, -1, 1, -1, 2, 2, 3694, 1049, 642
0, -1, 0, 2, 2, 3, 0, 1, 2, -1, 3, 1, 1, -1, -1, 1, 0, 3, 1, -1, 0, 1, 0, 2, 0, 3, 1, 0, 3, 2, 2, -1, -1, 0, 1, -1, 2, 1, 1, 3, -1, 3, 1, 2, 0, 2, 3, -1, 2, 0, 3, 1, 3, 2, 3, -1, 1, 0, 0, 0, 2, 2, 3, -1, 0, 1, -1, 1, -1, 3, 4110, 1049, 642
2, 3, 0, 0, 1, 2, 0, 0, 1, 3, 3, -1, 3, 2, 2, 3, 2, 1, -1, 1, 0, 1, 3, 3, 3, -1, 0, -1, 3, 1, 1, 0, -1, 3, 1, -1, 0, -1, 2, 3, 0, 0, -1, -1, 3, 1, -1, 1, 2, 2, 0, -1, 2, 3, -1, -1, 1, 1, 2, -1, 2, 2, 0, 1, 1, -1, 2, 0, 0, 1, 4050, 1049, 642
0, 0, 2, 1, 0, 1, -1, 2, -1, 3, -1, -1, 3, 0, 2, 3, -1, 3, 2, 0, 1, 3, -1, -1, 0, 1, 1, -1, 1, 3, 3, 0, 0, 2, 3, 3, 1, 3, -1, 2, 0, 1, 3, 1, 2, 1, 1, 1, 2, 0, 2, 3, 1, 0, -1, 3, 3, 2, 2, 0, -1, -1, 2, -1, -1, 1, 3, 1, -1, -1, 3846, 1049, 642
-1, -1, 1, 0, 3, 3, 0, 3, 2, 3, 0, 2, 2, 2, 0, 3, 0, 2, 0, -1, -1, 3, 2, 2, -1, 1, 3, 2, -1, -1, 1, -1, 0, 1, 3, 0, 2, 1, 2, 0, 1, 2, 3, 2, -1, 0, 2, 0, -1, 1, 2, 3, 3, 0, 1, 0, 3, 0, 3, -1, 1, -1, 0, 2, 1, 3, 0, 1, 3, -1, 4133, 1049, 642
-1, -1, 2, 2, -1, 1, 0, -1, -1, 2, 3, 2, 3, 1, 3, -1, 3, 3, 1, 3, -1, 0, 1, 2, 0, 2, 3, 0, -1, 1, -1, 3, 0, -1, -1, 0, 1, 2, 2, -1, -1, 2, -1, 1, 0, 1, 3, 1, 2, 2, 2, 1, 0, 2, 2, 0, 1, 3, 3, 0, 3, 1, 2, 0, -1, 2, -1, 0, 1, -1, 3774, 1049, 642
-1, 3, -1, 3, -1, 3, 2, 0, 1, 2, -1, 1, 0, 2, 2, 0, 2, 1, 2, 1, 0, 1, -1, 0, 2, 3, 0, 0, -1, 0, 0, 2, -1, 1, 1, 0, 2, -1, 1, 1, -1, 1, 0, -1, 0, 1, 3, 3, -1, 0, 1, 3, 2, 2, -1, 2, -1, 2, 2, 2, 3, -1, 3, -1, -1, 1, 1, 0, 2, 1, 3976, 1049, 642
