$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,>>f1
1, -1, 3, 2, 0, -1, 4, 0, 0, 3, 0, 2, 1, 4, 0, 1, 2, 2, 2, 4, -1, 1, 0, 3, 0, 1, 0, 2, 4, 2, 1, -1, -1, 3, 1, 3, 1, 2, 0, 0, 0, 2, -1, -1, 3, 4, 3, 0, 2, 2, 4359
2, 3, 0, 0, 2, 0, 3, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 0, 1, 2, 3, 3, 0, 0, 4, 1, 4, 3, -1, 0, 2, 0, 2, 1, -1, 3, 2, 3, 4, 2, 1, 0, 3, 1, 3, -1, 1, 3, -1, 4, 4471
3, -1, 1, 4, 4, 3, 2, -1, 0, 3, 3, -1, 2, 4, 3, 1, 0, -1, 3, 0, 2, 0, 0, 4, -1, 0, 0, 1, 1, -1, 3, 1, -1, 0, 3, 3, 3, 2, 1, 2, 0, 1, 1, 3, 4, 2, 1, 3, 2, 2, 4089
0, 2, 2, 2, 0, 2, -1, -1, 1, 2, -1, 3, 4, 2, 0, 1, 3, -1, 1, 1, 3, 2, 0, 3, 2, 0, 0, 3, 2, 0, 3, 0, 0, 1, 1, 0, 2, 2, 1, 0, 3, 4, 1, -1, 3, 3, 3, 1, 0, -1, 4502
3, -1, -1, 0, 2, 1, 0, 0, 4, 3, 3, 3, 2, 2, 1, -1, 1, 1, 3, -1, 3, 3, -1, 1, -1, 0, 4, 2, 2, 1, 3, 1, 3, 2, 0, 0, 4, 0, 0, 4, 2, 2, 3, -1, 2, -1, 0, 0, 3, 4, 3812
-1, 0, 3, 0, 1, 3, 3, 2, 4, 2, 2, 2, 1, 0, 1, 0, 2, 1, 1, 2, 2, 0, 0, 0, 1, -1, 0, 4, -1, 1, 4, 2, -1, 4, 1, 2, 1, 0, 3, 3, 4, -1, -1, 3, 2, 4, 3, 3, 0, 3, 4251
-1, 1, 1, -1, 4, 0, 3, 0, 2, 3, 0, 0, 3, 0, 0, -1, 2, 0, -1, 1, 1, 0, 4, -1, 4, 4, 2, -1, 2, 3, 2, 4, 4, 1, 2, 0, 1, 1, 1, 2, 2, -1, 0, 1, 2, 1, 2, 2, 3, 4, 4357
1, -1, 4, 3, 1, 2, 0, -1, 0, 0, -1, 2, 3, -1, 4, 4, 2, -1, 0, 2, 0, 3, 2, 1, 1, 0, 2, 0, 3, 3, 2, 2, 3, 0, 2, 0, 3, -1, 0, -1, 1, 1, 2, 3, 3, 1, 1, 2, 3, 2, 4116
1, 3, 0, 2, 0, 0, 0, 4, 0, 1, 1, 2, 2, -1, 3, 1, 4, 3, 4, 0, 4, 3, 1, 0, 3, 1, 3, 0, 0, 4, -1, 1, 3, 4, 2, 3, 4, 0, -1, 3, 1, 2, 2, 2, 0, 2, -1, 2, 1, 3, 4381
0, -1, 2, -1, 2, 3, 1, 0, 0, 3, 2, 4, 0, 3, 1, 3, 1, -1, 4, 1, 1, 4, 1, 4, 3, 4, 1, 1, 0, 4, 3, 2, 3, 1, 2, 0, 3, -1, 0, 0, 4, 2, 2, 2, 0, 2, 4, 2, 0, 0, 4305
-1, 3, 0, 1, 3, 0, 1, 4, -1, 1, 1, 4, -1, 0, 1, 2, 2, 4, 2, 3, 1, 3, 3, 0, 2, 2, 1, 0, 1, 3, 2, 1, 0, 3, -1, 0, 1, 2, 3, 2, -1, 3, 3, 4, 2, 1, 2, 0, -1, 3, 4049
2, 3, -1, 1, 3, 4, 4, -1, 2, 2, 3, 4, 1, 0, 0, 1, 4, -1, 1, 4, 2, 0, 1, 2, 0, -1, 1, 2, 3, 3, 2, 3, 1, 0, 1, -1, 3, 4, 0, 1, 4, 0, 1, 2, 0, -1, 2, 2, 3, 1, 4019
-1, 1, 1, 2, 4, 3, -1, 1, 0, 4, 2, 0, 2, 0, 3, 1, 1, -1, 3, 2, -1, 0, 2, 0, 1, 3, -1, 1, 3, 2, 2, 3, 1, 1, 4, -1, 2, 0, 0, 2, -1, 1, 0, 3, 0, 2, 2, -1, 3, 3, 4239
2, 2, 3, -1, 2, 2, 2, -1, 0, 1, 3, 0, 1, 1, -1, 0, 0, -1, 3, 4, 3, -1, 3, 0, 3, 0, 3, 4, 4, 4, 1, 3, 3, 0, 1, 2, 2, 0, -1, 2, 4, 0, 2, 2, 1, 2, 1, 0, 4, 4, 4010
3, -1, -1, 1, 3, -1, 2, -1, 0, 2, 1, 4, 2, 2, 4, 3, 0, 0, 1, 1, 2, 3, 3, 3, 1, 3, -1, 0, 1, 1, 4, 2, 2, 2, -1, 1, 1, 2, 4, 3, 4, 4, 0, -1, 0, 0, 3, 0, 4, 3, 3944
-1, 4, 3, 3, 1, 2, 1, 2, 3, 0, 0, 0, 1, -1, 4, 0, 2, 3, 3, 1, 2, 0, -1, 0, 3, 1, 0, 0, -1, 2, 0, 3, 4, 1, 1, 4, 2, 1, 3, 1, 0, -1, 2, 4, 3, 4, 0, 3, 3, 3, 4223
0, 4, 1, 1, 3, 1, 0, 4, 3, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 4, 4, 4, -1, -1, 2, 1, 0, 4, 1, 3, 1, 0, 3, 3, 2, 0, 0, 2, 4, 3, 2, 4, 0, 2, 4, -1, 2, 0, -1, 2, 4019
-1, 4, 4, 2, -1, 2, 1, 3, -1, 1, 1, 4, 1, 3, 4, 2, 4, 1, 0, 3, 2, 0, -1, 3, 4, 3, 0, 1, 2, 2, -1, 2, 2, -1, -1, 3, 4, 1, 3, 1, 1, 2, 1, 1, 3, 0, 3, 0, 3, 3, 3746
2, 2, 2, 0, 0, 0, 3, 3, 1, 1, 2, 1, 3, 0, 3, 4, 3, 1, -1, 0, 4, 4, 3, -1, 2, -1, 0, 3, -1, 2, 4, 0, 1, 3, 2, 2, 1, 1, 1, 3, 3, 0, 2, 0, -1, 2, 3, 3, 0, 1, 4353
2, 0, 3, 3, -1, 4, -1, 3, 0, 1, -1, -1, 1, 1, 4, 1, -1, -1, 3, 0, 4, 2, 0, 1, 2, 2, 2, 0, 3, 1, 3, 4, 0, 1, 2, 1, 4, 3, 3, 0, 3, 2, 0, 3, 3, 4, 1, 2, 0, 2, 4155
2, 0, 2, 2, 1, -1, 4, 3, 0, 3, -1, 1, -1, 0, 4, 4, 1, 3, 2, 2, 3, 0, 0, 4, 3, 0, 4, 0, 2, 1, 3, 0, 3, 3, -1, 1, 0, 4, -1, 2, 3, 1, 4, 1, -1, 0, 0, 0, 3, 2, 4246
0, 4, 3, -1, 2, 3, 0, -1, 0, 2, 3, 0, 0, 1, 2, 0, 2, 3, -1, 0, 3, 2, 3, 1, 2, 2, 3, 3, 1, 3, -1, 1, 1, 4, -1, -1, 3, 1, -1, 4, 0, 1, 2, -1, 0, 3, 2, 0, 0, 1, 4184
3, 1, 0, 0, 3, 3, 4, 2, -1, 2, 0, 2, -1, 3, -1, 1, 4, 2, 1, 2, 2, 2, 3, -1, 3, -1, 0, -1, 4, 1, -1, 4, 1, -1, -1, 4, 0, 2, 0, 2, -1, 3, 0, 2, -1, 2, 1, 4, 3, 0, 3558
2, -1, 0, 3, 2, 1, 3, 2, 4, 4, 1, 3, 1, 3, -1, 1, 2, -1, 1, 3, 3, 0, 3, 0, 4, 0, 4, 2, 2, 2, 2, 1, 4, 2, 4, 0, 0, 2, -1, 0, 0, 3, 1, 0, 3, 1, 3, 3, 4, 4, 4069
1, 4, 3, 3, 3, 0, -1, 2, 1, 1, 4, 0, 2, 1, 1, 1, 0, -1, -1, 2, 0, 2, -1, 1, 1, 3, 1, -1, 4, 2, 2, 2, -1, 0, 0, 2, 1, 0, 3, 2, 3, 0, 3, 3, 4, 0, 0, 2, 2, 2, 4320
1, 3, 0, 1, 1, -1, 1, 0, -1, 3, 0, 0, 3, 0, 2, 3, 2, 1, 1, 2, 4, 2, 3, 2, 3, 4, 0, 4, 0, 1, 3, 0, 2, 3, 3, -1, 1, 2, 0, 1, 2, 3, 1, 2, 4, 3, 3, 0, 0, 0, 4589
1, 2, 3, 0, 3, 3, 3, 1, 0, 0, 4, 3, -1, 2, 1, 3, 2, 1, 4, 0, 4, 0, 1, 0, 1, -1, -1, 3, 0, 0, 1, 2, 4, 1, 0, 3, 1, 3, 3, 1, -1, -1, -1, 3, -1, 1, 4, 0, 0, -1, 4250
1, 3, 2, 0, 3, 2, 4, -1, -1, 3, 0, -1, 2, 4, 3, 1, 1, 2, 4, 1, 2, -1, 2, 3, 0, -1, 0, 0, 1, 0, 1, -1, 2, 4, 3, 2, 0, 2, 4, 2, 3, 0, 3, 1, 1, 1, -1, 3, 1, 1, 4079
3, 3, 2, 4, 0, 4, 4, 4, 3, 4, 2, -1, 1, 2, 2, 4, -1, 4, 2, 4, 0, 1, 2, 0, -1, 2, 3, 1, 3, 1, 0, 1, 0, 2, 3, 3, 1, 0, 1, 1, 1, 2, 1, 2, 3, 4, 2, 3, 1, 2, 4180
2, 0, 0, 1, 3, 1, 2, 4, 2, 2, 0, 3, 2, -1, 3, 1, -1, 1, 0, 0, 0, 4, 3, 4, 4, 2, 0, 0, 4, -1, 4, 3, 0, 3, 1, 0, 4, 3, 0, 0, 1, 3, 2, 1, 1, -1, 3, 1, 1, 2, 4320
1, 2, 3, 1, 0, 1, 3, 3, 1, 4, 4, 3, 4, 3, 4, 3, 2, 2, 3, 2, 0, 3, 4, 4, 3, 3, 1, 0, 2, 1, 4, 4, -1, 0, 1, 2, 2, 2, 4, 2, 2, 2, 0, 4, -1, 0, -1, 3, 1, 3, 4047
-1, 4, 1, 3, 3, -1, 2, 2, 2, 0, 2, -1, 0, 3, 3, 4, 2, -1, 4, 4, 0, 2, 0, 0, 4, 1, 2, 3, 1, 2, 1, -1, -1, 4, 3, 4, 3, 0, 0, 4, 0, 3, 1, 1, 2, 0, 4, 0, -1, 1, 4063
2, 2, 2, 0, 3, 2, 1, 2, -1, 0, -1, 1, 1, 1, 0, -1, 4, 1, 3, 1, 0, 2, 2, 1, 1, 0, 1, 3, 2, 2, 0, -1, 2, 3, 2, 3, 1, 3, 0, -1, 0, 3, 1, -1, 1, 4, -1, 0, 3, 4, 4396
0, 0, -1, 1, -1, 2, 2, 0, 3, 4, 1, 0, 4, 3, 3, 2, 4, 2, 1, 1, 4, 1, 1, 0, 0, 4, 3, 2, 1, 0, 0, 1, -1, -1, 4, 2, 1, 0, 2, 1, 3, 2, 0, 2, 3, 3, -1, 3, -1, 4, 4296
2, -1, 3, 3, 3, 0, 2, 3, -1, 3, 1, 0, 1, 0, -1, 4, 3, -1, 2, 3, 3, -1, -1, -1, 2, 2, 2, 0, 3, 3, 0, 4, 2, 1, 1, 0, 0, 0, 0, 2, 0, 1, -1, 2, 2, 1, 1, 1, 2, 0, 4048
3, 2, -1, 3, 1, 2, 3, -1, 2, 2, 2, 2, 0, 0, 1, 4, 1, 0, -1, 4, 3, 1, -1, 1, 2, -1, 2, 2, 3, 0, 0, 3, 0, -1, 4, 3, 4, 1, 1, 0, 3, 3, 2, -1, 2, 2, 0, 4, -1, -1, 3834
1, 0, 2, 3, 2, 4, 0, 2, 4, 4, 3, 2, 0, 0, 2, -1, 2, 0, -1, 1, 0, 3, 0, -1, 1, 0, 0, 4, -1, -1, 4, 0, 2, -1, -1, 1, 1, 2, -1, 2, -1, 4, 1, -1, 0, 1, 2, 2, 3, 3, 3914
2, -1, 1, 2, 1, 1, 0, 1, 2, 1, 0, 2, 0, 1, 4, 0, -1, 0, 0, 2, 0, 0, 3, 3, 4, -1, 2, 1, 1, 2, 2, 1, -1, 2, 3, 0, -1, 2, -1, 4, -1, 1, -1, 1, 4, 0, 0, 3, 3, 2, 4101
3, 2, 4, 1, 0, 1, 2, 3, 1, -1, 0, 0, 2, 4, 3, 1, 2, 1, 0, 3, 4, 3, 4, 1, 0, -1, 2, 4, 2, 3, 3, 1, 4, 4, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 2, 3, 0, 1, 3, 2, 4481
2, 2, 0, 2, 2, 1, 0, 3, 0, 2, 0, 0, 4, 0, 0, -1, 3, 2, -1, 0, 1, -1, 3, 3, -1, 2, 3, 1, -1, 3, 3, 0, -1, 2, 0, 3, 3, 1, 0, 0, -1, 3, 2, 1, 1, 3, -1, 1, 4, 1, 4256
2, 1, 2, 4, 1, 0, 4, 3, 1, -1, -1, 2, 2, 2, -1, 1, 3, 2, 0, 2, 0, 0, 3, 1, 0, 2, 4, 2, 2, 1, 4, -1, -1, 3, -1, 1, 0, 1, 3, 0, 0, 4, 4, 1, 3, 3, 3, 3, 0, 3, 4214
2, 2, 4, 0, 3, 4, 3, 3, 0, 0, 0, -1, 1, 4, 2, 2, -1, 0, 0, 1, 2, 3, 1, 3, 1, 3, 3, 4, 2, 1, -1, -1, 2, 2, 1, 3, 4, 3, 2, 2, 0, 4, 0, 1, 4, 4, 2, -1, 3, 1, 4011
0, 3, 0, 2, -1, 3, 0, 1, 1, 3, 3, 3, 0, 2, 4, 2, 0, 3, 3, 4, 1, 1, 0, 3, 2, 1, 3, 2, 0, 2, 2, 0, 4, 2, 0, 1, -1, 3, 4, 2, 4, -1, 2, 0, -1, 2, 0, 0, 3, 3, 4282
-1, 0, 2, 0, 3, 2, -1, 3, 4, 2, 4, -1, -1, 2, 1, -1, 2, 3, 0, 0, 0, 2, 2, 3, 2, 1, -1, -1, 2, 0, -1, 4, 1, 2, 4, 3, 1, 0, 1, -1, 1, 4, 1, 1, 1, 4, 1, 3, -1, 0, 3919
1, 0, 3, -1, -1, 1, -1, 4, 1, 4, 2, 4, 3, 3, 3, 2, 4, 4, 2, -1, 0, 1, 3, 0, 1, 3, 2, 3, -1, 0, 2, 0, 4, 2, 2, 2, 3, -1, -1, 2, -1, 1, -1, 3, 3, 2, -1, 2, 3, 3, 3422
1, 3, 2, 2, 3, 1, 4, 0, 0, 1, -1, 1, 0, 1, 2, 0, 1, 4, 3, 2, 4, 3, 1, 3, 2, 0, -1, 0, 3, 3, 4, 3, 2, 0, 0, 4, 2, -1, 2, 1, 2, 1, -1, 1, 2, 4, 3, 1, 1, 3, 4285
1, 4, 0, 3, 4, 0, -1, 2, 0, 1, 2, 2, -1, 2, 2, -1, 3, 4, 3, 2, 0, -1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 4, 0, 0, 0, 3, 4, 2, 2, 1, 4, 1, 4, 3, 0, 1, 0, 4, 3, 4476
1, -1, 0, 2, 0, -1, 2, 3, 3, 0, 0, 1, 1, 1, 4, 4, 4, 2, 3, 0, -1, -1, 1, 2, 1, 2, 0, 4, 3, 0, 0, 1, 2, 1, 0, 3, 2, 3, 3, 1, 3, 1, -1, 0, 0, 0, 2, 3, 3, 4, 4352
0, 2, 0, 2, 3, 0, 0, -1, 0, 0, 2, 2, 1, 3, -1, 0, -1, 3, 0, 1, 3, 4, 1, 1, 1, 2, 4, -1, 2, 2, 4, 4, 4, 2, 0, -1, 0, 3, 0, 3, 1, 4, 2, 1, 4, 4, 3, 1, 2, -1, 4188
0, 4, 0, 2, 1, 2, 3, 0, 0, 4, 3, 1, 4, 1, 2, 4, 1, 3, 4, 3, 1, 2, 2, 2, 0, 1, 3, 3, 4, 3, 0, 0, 2, 1, 2, -1, 2, 3, 2, 0, 2, 3, -1, 4, 1, 1, 3, 0, 0, 0, 4533
2, 1, 3, 2, 1, -1, -1, 4, 3, 0, 3, 0, -1, 3, 4, 0, 2, 1, 4, 3, 3, 3, 1, 2, 3, 2, 2, 0, 1, 2, 1, 1, 0, -1, 0, 1, 3, 2, 0, 3, 0, 3, 1, 2, 2, 1, 0, 4, 3, 1, 4433
2, 3, 1, 4, 1, 3, 3, 2, 1, 2, 0, 4, 4, 2, -1, 2, -1, -1, 0, 3, 4, -1, 2, 0, 2, -1, 2, 1, 0, 1, 1, 2, 3, 3, -1, 2, 1, 1, -1, 3, -1, 1, 4, 1, 3, 4, 1, 0, 1, 3, 3808
1, 0, 2, 2, 0, 3, 0, 1, 3, 0, 1, 2, 1, 2, 2, 1, 3, 0, -1, 1, 3, 1, 1, 3, 2, -1, 0, 4, 1, 3, 4, 3, 0, 0, 1, 4, 0, 1, 1, 4, 0, -1, 2, -1, 3, -1, 3, 4, -1, 2, 4321
4, 3, 3, 1, 4, 2, 3, -1, 0, 0, 1, 1, -1, -1, 1, 3, 1, 2, 4, 1, 0, 1, 1, 3, -1, 3, 4, 4, 4, 2, 2, 1, 0, 0, 4, 3, -1, 2, 0, 2, 3, 0, 1, 4, 4, 2, 2, 4, 2, 2, 4008
-1, 1, 4, 0, 0, 2, 4, 1, 4, 2, 2, 0, 1, 1, 0, 3, -1, 4, 1, 4, 1, 0, 2, 3, 0, 2, 4, 1, 1, 4, 2, 0, 3, 2, 1, 0, 2, 2, 1, 3, 2, -1, 3, 1, -1, 2, 4, 0, 0, 0, 4446
0, 3, 0, 1, 0, -1, 0, 4, 1, 0, 4, 1, 4, 1, 2, 0, 4, -1, 3, 3, 3, 1, -1, 2, 0, 2, 3, 1, 2, -1, 4, 2, 0, 1, 1, 2, -1, 3, 2, 3, 1, 2, 4, 1, 0, 0, 0, -1, 1, 0, 4089
2, 2, 3, 0, 0, 3, 1, 1, 0, 1, 1, 2, 0, -1, 0, 1, 1, 2, 0, 1, 0, 1, 3, 3, 0, 0, 2, 3, 4, 3, 1, 2, 3, 0, -1, -1, 2, -1, -1, 4, 0, -1, 2, 0, 4, 3, 1, 2, 3, -1, 4270
0, 3, 4, 2, 3, 4, 1, 2, 1, 0, 3, 0, 0, 1, 2, 1, 1, 3, 1, -1, 0, 1, 3, 3, 2, -1, 0, 2, 4, -1, 4, 3, 3, 0, 0, 0, 3, -1, 2, 3, -1, 4, 1, 1, -1, 3, 0, 2, -1, -1, 3797
0, 4, 1, 3, 1, 3, 2, 3, 4, 1, -1, 4, 3, 0, 2, 2, 2, 0, 3, 1, 4, 3, 3, 2, 2, 3, 1, 4, 0, 1, 1, 2, 1, 1, -1, 2, 3, -1, 0, 4, 0, 1, 2, 2, 1, 2, 0, 4, 0, -1, 4236
1, -1, 1, 2, 4, 0, 0, 0, 3, 4, 1, 1, 1, -1, 2, 1, 1, 0, 2, 2, 0, -1, 0, 3, 1, 4, 3, 3, 1, -1, 1, 0, 3, 2, 3, -1, 0, 2, 3, 2, -1, 0, 2, 4, 0, 0, -1, 1, 1, 4, 4234
4, 3, 4, 3, 0, 1, 0, 1, -1, 2, 3, 0, 0, 3, -1, 0, 2, 3, 0, -1, 3, 2, 1, 2, 2, -1, 0, 3, -1, 4, 2, -1, -1, 0, 4, 2, 2, 2, 0, 3, 2, 1, 1, 4, 4, 1, -1, 0, 0, 3, 3961
-1, 0, 2, 1, 4, 3, 1, 3, -1, 1, 0, 2, 1, 0, 3, 1, 3, 1, 4, 2, 1, -1, 4, 0, 2, 2, 0, -1, 1, -1, 4, 3, 3, 4, 0, 1, 3, 3, 4, 2, 3, 0, 3, 1, 4, -1, 0, 1, 0, -1, 3849
0, 3, 0, 3, 2, 0, 1, 2, 4, 3, 2, 3, 2, 3, 1, 2, 1, -1, 4, 3, 3, 2, 4, 1, 0, 2, 0, 3, 1, 2, 3, 1, 1, -1, 2, 4, 4, 0, 3, 1, 0, 0, 0, 3, 1, 0, 4, 1, 1, 0, 4564
3, 4, 2, 3, 1, 4, 2, 1, 2, 3, 2, 2, -1, 0, 2, 4, 0, 0, -1, -1, 2, 1, 1, 3, 2, 4, 3, 4, 0, 2, 0, 3, -1, 0, 2, 1, 4, 4, 0, 1, 1, -1, 2, 1, 2, 3, 3, 1, 0, 3, 4189
-1, 0, 1, 2, 4, 4, 0, 4, 2, 0, 4, 3, 0, 1, 3, 0, 2, 1, -1, 0, 4, 3, 2, 3, 2, 4, 3, 4, 3, 0, 3, 4, -1, 1, 2, 0, 3, 2, 3, 1, 0, 2, 4, 2, 1, 0, -1, 1, 0, 0, 4304
2, 2, 0, 4, 4, 2, 2, 3, 0, 3, 1, 1, 0, 3, 4, 1, 3, 1, 0, 3, 0, 1, 0, 4, 3, 0, 4, -1, 2, 2, 4, 3, 1, 1, 1, 0, 2, 3, 0, 1, 2, 4, 4, 2, 3, 2, -1, 2, 1, -1, 4347
2, -1, 4, 4, 0, 2, 4, 3, 2, 2, 3, 0, 2, 0, 0, 1, 3, 2, 3, 2, 4, -1, 3, 0, 3, 1, 1, 1, 4, 1, -1, 3, 0, 1, 1, 0, 4, 0, 1, 4, 3, 3, 2, 3, -1, 3, 3, 2, 2, 2, 4150
3, 1, -1, 2, 2, 2, 3, 4, 2, 3, 3, 3, 0, 1, 0, 0, 0, 4, 4, 1, 1, 4, 4, 3, 2, 0, 2, 1, 3, 0, 0, 2, 3, 0, -1, 2, -1, 3, 0, 2, 2, 0, 1, 1, 1, 3, -1, -1, 0, 1, 4287
2, 0, 2, 3, -1, 0, 3, 0, 2, 4, 2, 0, -1, 4, 3, 4, 3, 4, 2, 3, 3, 3, 0, 4, -1, 1, 1, 1, 0, 3, 0, 3, 2, 3, 4, -1, 1, 2, 3, -1, 1, 1, 1, 4, -1, 0, 1, 2, -1, 1, 4058
0, 3, 4, 1, 3, 0, 3, 2, 0, 0, 1, 2, 1, 0, 3, 2, 4, 0, 2, -1, -1, 0, 4, 4, 2, -1, -1, 4, 2, 2, 1, 1, -1, 1, -1, 3, 1, 4, 3, 3, 0, 1, 0, 0, 3, -1, 0, 4, 1, 1, 4068
4, 0, -1, 2, 2, 0, 1, 2, 2, 1, 1, 0, 4, 1, 0, 0, 2, 2, 1, 1, 1, 3, 4, 1, 1, 2, 0, 4, 2, 1, 4, 0, 3, 4, 3, 4, 4, 3, 1, -1, 3, 3, 0, 2, 4, 4, 0, 3, 3, 2, 4366
2, 3, 2, 3, 4, 0, 2, 0, 2, 4, 0, 2, 3, 1, -1, 1, 0, 3, 1, -1, 3, 4, 1, 0, 3, 0, 2, 0, 2, 1, 0, 3, 1, 4, 1, 0, 1, 3, 1, 2, 3, 2, 2, 4, 2, -1, 3, 0, -1, 0, 4384
3, -1, 0, 3, 4, 3, 2, 3, 2, -1, 2, 1, 3, 1, -1, -1, 3, 1, 1, 4, 4, 0, 2, 4, 1, 2, 2, 3, 0, 1, 0, -1, 4, -1, 4, 0, 1, 0, 2, 1, 0, -1, 4, 2, 2, 3, 0, 3, 2, 3, 4012
0, -1, 2, 2, 3, 2, 1, 3, 1, 3, 1, 4, 3, 4, 4, 0, 0, 3, 4, 2, 4, 2, 0, 2, 1, 0, -1, -1, 1, -1, 1, 2, 0, 3, 0, 1, 3, 0, 3, 2, 1, 0, 4, 3, 1, 4, 0, 3, 3, 4, 4107
0, 4, 0, -1, 4, 2, 3, 2, 3, 1, -1, 0, 1, 0, 0, 4, 2, 1, 0, 0, 3, 1, 4, 4, 3, 4, 1, 0, 3, 1, 1, 1, -1, 3, -1, 3, 4, 3, 2, 2, 0, 2, 1, 2, 3, 0, 0, 4, 4, 2, 4368
4, 2, 0, 3, 2, 4, 1, 0, -1, 1, 0, -1, 3, 4, 1, 2, 4, 0, 0, 1, 3, 3, 2, 3, 2, 0, 1, 1, 2, 3, 4, 3, 4, 0, 1, 1, 1, -1, 3, 0, 0, 2, 4, 4, 0, 4, 1, 0, 1, 2, 4314
-1, 2, 0, 1, 1, 4, -1, 0, 4, 3, 3, 1, 3, 1, 3, 3, 2, 2, -1, 0, -1, 2, 2, 0, 1, 1, 4, 2, 0, 1, 1, 1, -1, -1, 3, 4, -1, 3, 2, 2, 2, -1, -1, 2, 3, -1, 1, 0, 1, 3, 3948
1, 2, 2, 0, 4, 2, 3, 3, 1, 3, 0, 0, 1, -1, 2, 0, 4, 0, 2, 0, 3, 0, 2, 0, 1, 3, 4, 4, 0, 3, 3, 3, 3, 0, 2, -1, 1, 2, 2, 4, 3, 2, 1, 2, 1, 4, 2, 3, 0, 1, 4557
1, 0, 4, 2, 0, 3, -1, -1, 2, -1, 1, 3, 3, -1, 3, 0, 2, 4, 4, 3, 0, 1, 2, 2, -1, 2, -1, 1, 2, 2, 0, 4, 0, 0, -1, 1, 2, 0, 0, 1, 3, 4, 0, 4, 3, 2, 4, -1, 0, 1, 4020
3, 1, 3, -1, 2, 3, 0, 2, 2, 4, 4, 2, 2, 0, 1, 0, 4, 3, 1, 2, 1, 1, 4, 0, 1, 4, 3, 2, 0, 3, 1, 1, -1, 4, 4, 3, 4, 2, 0, 4, 0, -1, 1, 2, 3, -1, 0, 4, 3, 1, 4112
0, 3, 1, -1, 4, 0, 3, 0, 2, 3, 2, 4, 1, 2, 1, 2, 4, 0, 0, 1, 3, 2, 1, 0, 0, 1, 1, 0, -1, 4, 1, 1, 0, 3, 1, 2, 2, 4, 0, 2, 3, 1, 1, -1, 3, 3, 2, 2, 2, 0, 4700
0, 2, -1, 2, 4, 1, 4, 3, 2, 3, 3, 1, 2, 0, 3, -1, 4, 3, -1, 1, -1, 2, 0, 3, 0, 4, 0, 2, 3, 1, 4, 1, 4, 2, 3, 4, 2, 3, 3, 3, 2, 0, -1, 3, -1, -1, 0, 1, -1, 0, 3832
3, 4, 4, 0, 2, 3, 3, 2, 1, -1, -1, 1, 1, -1, 2, 1, 2, 0, -1, 2, 4, -1, 4, 4, 2, 4, 2, 0, 4, -1, 1, 2, 2, 4, 2, 3, 0, 3, 0, -1, 3, 3, 0, 3, 0, 0, 4, 1, 0, 3, 3875
1, 3, 2, 3, 0, 3, 1, 0, 1, 4, 1, 2, 2, 1, 2, 4, 0, -1, 1, 2, -1, 2, -1, 3, 0, 2, 1, 2, 3, -1, 0, 0, 3, 3, 2, 0, 1, 1, 2, 2, 2, 1, 0, 3, 0, 3, 3, -1, 2, 1, 4362
3, 1, 0, 4, 3, 1, 3, 4, 1, 2, 2, 4, 1, 1, -1, 4, 4, 3, 4, 2, 4, 1, -1, 0, 4, 1, 3, 0, 3, -1, 3, 0, 3, 1, 2, 1, 2, -1, 2, 1, 4, 4, 2, 1, 0, -1, 1, 3, 0, -1, 3831
4, 1, 2, 0, 3, 2, -1, 2, 1, 1, 4, 1, 0, 1, 2, 3, 0, 4, 0, 0, 4, 3, 4, 0, 0, 0, 2, 0, 2, 3, 3, 4, 0, 2, 1, 1, 3, 2, 0, 1, 3, 2, 4, 1, 4, 3, 3, -1, 2, 1, 4533
2, 2, 2, 4, -1, 3, 2, 1, 1, 4, 3, -1, 1, 2, 4, -1, 1, 0, 1, 0, 0, 3, 4, 1, 3, 1, 4, 3, 4, 3, 0, -1, 1, 4, 1, -1, 2, 2, 2, -1, 2, 0, 2, 2, 3, 3, 2, 0, -1, 0, 4059
1, 1, 0, 0, 4, -1, 1, -1, 0, 2, 0, 1, 1, 0, 1, 1, -1, -1, 1, 1, 0, 2, 1, 2, 0, 2, 1, 3, 4, 1, 2, 3, 2, 3, 3, 3, 2, 3, 0, 3, 4, 2, 0, -1, 3, 0, 4, 0, 0, 1, 4588
3, 1, 3, 3, 0, 4, 1, 1, 2, 1, 0, 2, 0, 2, 1, 0, 3, 2, 2, 2, 1, 2, 4, 3, 0, 4, -1, 0, 0, 0, 2, -1, -1, -1, 2, 1, 4, 3, 0, -1, 4, 2, 2, -1, 3, 3, 1, 3, 4, 1, 4152
3, 1, 1, 4, 3, 3, 3, 2, -1, 2, 0, 1, -1, 2, 4, 3, 4, -1, 2, -1, 2, 1, 3, 2, 3, 1, 2, 3, 4, 2, 3, 4, 2, 3, 1, -1, 0, 3, 4, 0, 2, -1, 1, 4, 1, 4, 3, 4, 1, 0, 3653
