$<obj,$no_mixed_refs,$rc_lookahead_40,$no_cabac,$no_8x8dct,$no_asm,$rc_lookahead,$ref_1,$no_fast_pskip,$no_weightb,$rc_lookahead_20,$ref_5,$no_mbtree,$ref_9,$no_deblock,$ref,$rc_lookahead_60
181.119262796,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0
167.441791964,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0
170.474290284,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0
167.473031083,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0
170.680286268,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0
172.310290277,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0
172.66444969,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0
161.588283609,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
161.674609131,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
175.168031733,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
164.237076639,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
175.537387394,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
164.262617164,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
151.583659383,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0
156.825518711,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
153.250601104,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
162.191694182,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
157.27465468,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
162.305666051,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
158.043118171,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
162.60473906,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
153.389266877,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
151.821100775,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0
153.743426289,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
157.354434988,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
157.769379396,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
180.013095343,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
171.448109431,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1
174.322946666,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
177.017534735,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1
171.902943993,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1
180.481226624,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
151.943517388,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0
174.766384042,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
177.103013636,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
180.488824749,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
177.495163671,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1
180.911367281,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
171.895345869,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1
172.369175742,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1
174.743589668,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
175.236414854,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
155.405516037,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
162.022635911,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
153.09294002,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1
157.151185155,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
157.659412881,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
153.521181146,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1
162.479370005,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
157.461655351,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
176.795289591,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1
180.226689451,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
177.331803993,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1
155.744479201,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0
180.713816043,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1
171.750981502,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
172.221012313,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1
174.722694826,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
175.143337828,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
157.680307724,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
162.48696813,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
153.54397552,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1
157.495846912,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
177.263420872,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1
155.579219991,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0
172.21531372,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1
180.677724951,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1
175.074954707,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
158.102850257,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1
162.869620509,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
177.737250746,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1
181.102167016,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1
153.957020397,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1
172.643554847,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1
157.874700229,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
156.039753147,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
175.505095365,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
153.621009676,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
144.182239439,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
147.594643987,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
149.992905198,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
144.485111511,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1
154.047351272,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
148.051378081,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
150.099278942,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
154.100538144,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
150.394552889,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
154.502185835,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
144.604781973,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
145.021625912,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1
148.117861671,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
148.521408893,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
149.728870369,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
153.832704253,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
144.471814792,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
147.946903869,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
150.126718998,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1
145.006429663,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
154.226753819,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
148.35045109,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
150.151412903,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
154.230552881,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
150.627142308,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1
154.698684162,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1
144.920950762,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1
145.362488607,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1
148.325757186,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
148.695112847,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
166.625199864,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
169.636803342,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
160.70520792,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1
163.340704232,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
167.05154146,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
161.129649984,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
170.002359941,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
180.198196484,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0
163.723356611,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
166.622247422,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1
169.780114798,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1
167.037191831,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1
170.162767178,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
160.84092125,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
161.25586566,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
163.419431628,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
163.845773224,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
167.021148962,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
169.975766505,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
161.144846233,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1
163.778443014,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
167.11887167,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1
161.234970817,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1
170.288136233,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1
163.796385414,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
167.456988213,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1
170.464792629,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
167.541414204,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1
174.205175735,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0
170.695482517,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
161.6243747,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
161.705001629,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
164.250373357,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
164.293009662,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
257.099021469,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
296.368028737,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
298.279803684,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
252.291308152,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
171.758579627,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0
292.357065588,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0
253.524950482,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0
293.655291977,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
255.788344982,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
257.510166815,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
252.57138585,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
253.757539901,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0
296.866552516,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0
292.582056883,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
298.128687813,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0
174.622019675,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
293.715024063,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
220.867364494,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
220.765636432,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0
259.037389852,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
259.040136003,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0
221.200629063,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0
259.38395114,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0
221.133092563,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0
259.230935737,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0
219.935541324,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0
219.678051709,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0
220.14533637,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
220.075900337,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0
257.505314842,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0
257.71890895,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0
257.234528509,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0
257.535501049,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
298.670260479,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
300.38828325,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0
328.626713186,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0
177.229229311,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0
330.329539708,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0
294.539626869,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
324.08768038,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
295.911934972,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0
325.385906769,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
249.887348348,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
250.000267306,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0
247.55936979,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
247.630499062,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0
278.612904876,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0
171.838359935,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0
275.644784323,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0
278.689732741,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0
275.742507031,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
298.85536162,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
300.683557198,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0
329.007466034,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0
330.628612717,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0
250.277598852,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0
278.892982573,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0
250.504489678,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0
172.126035757,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0
278.996403875,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0
294.834900816,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0
296.20910845,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0
247.812854051,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0
247.902978636,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0
324.301274488,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0
276.097719354,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0
325.719171339,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
276.05677629,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
244.856543268,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
180.393848191,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0
246.380813863,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
284.460714637,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
285.578485568,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
241.533210392,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
280.755576002,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
242.787747565,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
281.605513042,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
245.098630343,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
246.628599531,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
241.712612939,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
174.698000921,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0
243.109614948,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
284.63251906,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
281.147726037,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
285.533743441,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
281.855198242,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
283.556537814,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
285.084607471,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
313.138782886,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
314.296443971,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0
284.013271908,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0
180.615040424,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0
313.42835824,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
285.21652174,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0
314.732283222,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
280.094539165,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0
281.398464148,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
280.551273259,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
281.724130593,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
309.201901452,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
309.66623367,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
310.397553159,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0
175.052160333,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
310.675731326,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
213.75066793,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
213.711624397,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0
250.680299454,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0
250.620361077,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0
211.30301891,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
248.006606228,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
211.263975377,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
247.770011455,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
239.845373828,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0
239.891809195,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
236.80127203,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0
236.845807866,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
267.938386486,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0
264.559967207,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
267.901242483,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0
264.405052273,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0
213.983257349,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
213.938515222,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
251.015463554,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
177.246325092,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0
250.919434087,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
240.184336991,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0
268.343833239,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0
240.154791113,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0
268.255401895,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0
211.497617707,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
211.479469015,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
237.155431442,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
237.055602912,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0
248.292382519,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0
180.426140221,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0
264.794456157,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
248.095677901,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
264.675632315,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
257.665081749,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
297.065156666,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
298.654011319,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1
252.809880154,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
293.05989211,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
254.132800447,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
180.651131516,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0
294.189060228,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1
256.445582757,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
258.106619593,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1
253.190633002,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
254.412878145,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1
297.392722642,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
293.241194189,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
298.951184798,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1
294.387458087,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1
221.518903675,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
177.521757107,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
221.415276082,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
259.536966542,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
259.526415975,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1
221.774287468,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
259.951910951,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
221.685856125,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1
259.755206332,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1
220.357237237,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
220.287801205,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
220.67910462,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
180.979750403,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0
220.520390624,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1
257.963101847,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
258.387543911,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
257.838579412,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1
258.010383834,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1
245.578365101,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
246.9259793,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
284.861515708,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
285.840620865,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1
242.180950511,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
177.64417372,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0
281.382421279,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
243.416492372,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
282.403316121,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
214.297732899,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
214.106726874,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1
211.954558091,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
211.892720184,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
251.312843324,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
248.707533219,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
251.14083261,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1
181.123061858,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0
248.351267984,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
245.698882183,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
247.225052309,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1
285.133995281,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
286.208076996,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
214.606303564,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
251.556829929,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1
214.50077644,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1
251.578571392,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
242.438233835,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
171.885848213,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
243.601593513,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
212.122563452,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
212.013237266,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
281.725183504,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
248.917328265,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1
282.540928983,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1
248.720623646,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1
298.573384391,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
300.466164027,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1
328.691297245,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1
172.169724973,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0
330.401721892,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1
294.421855938,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1
324.228245684,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1
296.077194182,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1
325.366911458,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1
298.745188814,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1
300.628470794,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
294.870991908,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
296.079940333,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1
329.10054306,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1
172.279897779,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0
