$<obj,$InterTypeFields,$InterTypeConstructors,$AspectConstructors,$InterfaceMethods,$Advice,$ClassFields,$CodeFormatter,$AspectFields,$InterfaceFields,$InterTypeMethods,$Classes,$ClassMethods,$AspectMethods,$Interfaces,$ClassConstructors,$Pointcuts
4991.88808299,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0
4896.21162046,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1
4852.0156499,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
4949.07371288,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
4794.67995929,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
4862.87937674,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
4846.80098852,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0
4891.94415545,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0
4799.15355748,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0
4843.70899078,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
5116.8354574,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0
4872.94923677,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0
4891.73802227,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
4840.9985935,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0
4875.65963405,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1
4837.11272895,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1
4872.56763631,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
4931.07879419,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
4869.85723903,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
4867.35297493,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1
4840.41085987,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
4860.16897946,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
4857.07698173,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1
4870.44497267,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1
4847.38872215,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1
4790.05303155,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1
4905.89988003,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1
4851.65618716,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1
5019.18966079,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4852.60338354,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4829.92873348,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
4846.21325488,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
4862.87937674,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
4816.56074254,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
4788.28983064,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
4920.21506735,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
4862.87937674,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
4846.0071217,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1
4817.94234299,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1
4885.93562725,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1
4929.69719374,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4814.05647844,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4895.03615319,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
4852.60338354,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
4972.12996339,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
4849.89298625,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1
4850.89298625,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1
4812.13994797,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0
4838.28819622,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1
4816.76687572,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
4945.77558196,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
5064.71442818,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
4821.03434072,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
4952.16571061,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
4837.11272895,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
4959.93743972,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0
4978.13849159,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
4837.11272895,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
4891.73802227,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0
4892.53188909,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0
4840.41085987,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0
4879.5454986,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0
4931.46039464,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0
4959.55583927,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1
4837.70046258,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1
4972.33609657,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
4811.93381479,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
4908.40414413,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1
4812.52154842,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
4869.2695054,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1
4824.92020528,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1
4841.38019395,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1
4838.28819622,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1
4790.05303155,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1
4832.4858012,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1
4914.41267233,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
4817.35460935,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
4875.86576723,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
5062.79789772,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
4881.46202907,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
4895.03615319,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
4924.48253236,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
4943.27131786,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1
4847.38872215,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1
4840.9985935,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1
4844.88445805,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1
4839.61699305,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
4875.65963405,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
4882.63749634,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
4853.19111717,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1
4956.6393088,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1
4844.09059124,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1
4943.27131786,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0
4889.02762499,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0
4866.7652413,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1
4834.9900653,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0
4857.07698173,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0
5065.508295,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0
4815.81967934,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0
4802.24555522,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0
4835.19619848,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0
4802.83328885,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0
4811.93381479,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1
4835.19619848,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1
4840.9985935,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1
4976.3974284,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1
4815.61354616,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1
4844.67832487,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1
4912.0838755,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1
4922.56600189,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1
4887.11109453,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1
4826.68340618,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1
4815.9730089,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4881.08042861,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4939.38545331,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
5006.40940349,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4884.76015998,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4878.37003133,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4929.1094601,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5016.68539669,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4936.88118921,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4856.48924809,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4847.38872215,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4846.21325488,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
4868.68177176,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
4858.99351219,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
5042.83364494,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1
4853.19111717,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
4853.39725035,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
4817.94234299,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
4921.39053462,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
4833.81459803,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
4931.07879419,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1
4885.93562725,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
4827.63060256,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
4878.75163178,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0
4817.94234299,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
4805.54368614,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0
4826.83673574,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
5020.36512806,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
4837.70046258,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
4856.28311491,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
4840.9985935,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0
4840.9985935,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
4883.43136315,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0
4949.07371288,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
4821.03434072,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
4811.34608115,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
4847.18258897,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
4821.03434072,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
4821.62207436,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
4789.46529791,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1
4825.50793891,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1
4862.87937674,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
4850.48071989,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
4840.9985935,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1
4866.55910811,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
4870.44497267,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
5070.56962682,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
4926.01746237,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
4862.29164311,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
4872.56763631,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
4898.12815093,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
4866.17750766,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
4879.5454986,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
4775.30344015,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
4837.11272895,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
4872.36150313,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
4966.32756837,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1
4892.32575591,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
4815.81967934,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1
4855.69538127,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
4817.73620981,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
4936.88118921,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0
4824.33247164,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
4847.38872215,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
4808.84181705,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
4786.75490063,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
4880.13323224,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1
4850.48071989,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
4847.97645579,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
4890.40922544,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1
4933.58305829,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
4802.4516884,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0
4959.34970609,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0
4905.10601321,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0
4972.12996339,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
4898.71588456,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
4918.0924037,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
4844.67832487,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
4860.16897946,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
4838.28819622,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0
4870.44497267,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0
4830.7226003,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
4812.13994797,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
4844.5028576,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
4815.81967934,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
4808.84181705,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
4834.9900653,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1
4806.13141977,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
4825.88953937,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1
4821.62207436,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
4835.81459803,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1
4822.79754163,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1
4822.209808,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1
4797.03089384,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1
4839.46366349,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1
4878.37003133,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4875.07190041,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4888.64602454,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4855.69538127,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
4895.62388683,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0
4958.76197245,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4856.28311491,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4865.97137448,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
4850.68685307,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
4872.56763631,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4840.9985935,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
4857.66471536,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
4865.58977403,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
4981.81822296,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
4889.02762499,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0
4860.37511264,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
4831.89806757,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1
4869.2695054,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0
4840.79246032,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0
4841.58632714,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
4896.21162046,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
4870.44497267,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0
4958.55583927,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
4888.64602454,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0
4821.03434072,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0
4775.89117379,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0
4844.09059124,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0
4828.80606983,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0
4856.87084854,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0
4908.99187777,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0
4982.4059566,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0
4867.35297493,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0
4854.36658444,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0
4848.77032261,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0
4895.03615319,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
4882.63749634,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
4876.24736768,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
4822.209808,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1
4876.24736768,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
4831.89806757,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1
4854.95431808,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
4840.9985935,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
4931.66652783,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
4854.95431808,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
4886.52336089,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1
4851.86232034,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1
4845.85379214,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1
4932.99532466,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
4865.97137448,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
4788.87756428,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0
4972.71769703,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0
4875.65963405,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
4885.93562725,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0
4892.32575591,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
4856.48924809,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
4902.01401548,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
4941.14865421,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
4853.77885081,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
4845.47219169,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1
4865.97137448,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0
4824.7140721,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0
4856.87084854,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
4834.9900653,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
4951.42464742,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
4841.58632714,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0
4812.72768161,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
4838.87592985,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
5005.66834029,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0
4864.64257765,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1
4854.95431808,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0
4852.45005398,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1
5043.03977812,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
4834.40233167,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
4899.3036182,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0
4963.23557064,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0
4844.67832487,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0
4912.87774232,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0
4876.83510132,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0
4909.5796114,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0
4996.56781436,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0
5068.2714959,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0
4866.7652413,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
4899.50975138,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
4847.97645579,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
4935.3462592,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1
4812.52154842,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1
4826.09567255,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1
4823.38527527,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1
4838.87592985,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1
4906.28148048,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1
4852.45005398,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
4856.12978535,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
4906.25934277,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
4842.91512397,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0
5035.26804902,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
5026.37365626,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
4810.9644807,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
4849.5113858,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
4817.94234299,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
4903.34281231,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
4868.68177176,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
4901.42628184,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
4981.81822296,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
4937.46892284,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1
4871.97990268,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0
4927.78066327,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1
4856.28311491,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
4850.48071989,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0
4902.60174911,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
4839.61699305,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
4888.64602454,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
4888.64602454,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0
4808.25408342,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
4934.17079193,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0
4814.05647844,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
4827.63060256,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
4862.87937674,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
4875.65963405,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
4834.40233167,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
4834.60846485,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
4925.07026599,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0
4865.38364084,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
4930.28492737,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
5068.60029273,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
5011.26460213,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1
4989.58995207,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1
4865.97137448,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1
4876.24736768,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
4880.13323224,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
4866.7652413,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1
4861.55057991,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1
4974.04649386,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
4881.46202907,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
4971.54222976,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0
4837.31886213,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0
4949.66144651,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0
4844.70899078,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0
4881.46202907,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
4824.33247164,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
4808.25408342,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
4873.15536995,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
4855.69538127,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
4849.89298625,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1
4876.24736768,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1
4837.70046258,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1
4845.29672442,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1
5127.11145061,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0
4857.07698173,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1
